relevant_percent_user_gets_retweeted,irrelevant_total,followers_percentile,relevant_user_gets_retweeted,created_at,screen_name,relevant_percent_original_tweets,irrelevant_percent_user_retweets,relevant_user_retweets,friends_count,irrelevant_percent_user_gets_retweeted,relevant_total,friends_percentile,irrelevant_percent_original_tweets,irrelevant_user_gets_retweeted,statuses_count,relevant_percent_user_retweets,irrelevant_user_retweets,followers_count,statuses_percentile
0.217391304347826,41,0.953136396790664,5,2008-10-07 02:28:49,mar3e,1.0,0.0,0,1088,0.48780487804878,23,0.953136396790664,1.0,20,24356,0.0,0,2398,0.953136396790664
0.217391304347826,41,0.953136396790664,5,2008-10-07 02:28:49,mar3e,1.0,0.0,0,1088,0.48780487804878,23,0.953136396790664,1.0,20,24356,0.0,0,2398,0.953136396790664
n/a,n/a,0.988876732312181,"",2007-03-22 18:41:12,alaa,n/a,n/a,"",348,n/a,n/a,0.988876732312181,n/a,"",33201,n/a,"",9269,0.988876732312181
n/a,8,0.969756173804314,"",2008-06-07 12:01:01,ifikra,n/a,0.0,"",595,0.5,n/a,0.969756173804314,1.0,4,6874,n/a,0,3511,0.969756173804314
1.0,24,0.988746483276024,7,2009-03-06 15:52:00,RamyRaoof,1.0,0.0,0,112,0.833333333333333,7,0.988746483276024,1.0,20,9430,0.0,0,9108,0.988746483276024
n/a,2,0.987860789830155,"",2009-03-07 12:35:22,Ghonim,n/a,0.0,"",289,1.0,n/a,0.987860789830155,1.0,2,3981,n/a,0,8559,0.987860789830155
0.75,73,0.980202146504116,6,2008-06-27 08:57:04,weddady,1.0,0.0,0,556,0.301369863013699,8,0.980202146504116,1.0,22,30469,0.0,0,5236,0.980202146504116
n/a,n/a,0.537746170678337,"",2008-08-22 14:47:42,wsaqaf,n/a,n/a,"",8,n/a,n/a,0.537694071063874,n/a,"",27,n/a,"",138,0.537694071063874
n/a,14,0.968115035948734,"",2009-03-18 19:55:39,justimage,n/a,0.0,"",138,0.357142857142857,n/a,0.968115035948734,1.0,5,2805,n/a,0,3342,0.968115035948734
n/a,22,0.958658955923726,"",2007-03-28 04:31:51,joshmull,n/a,0.0,"",2126,0.318181818181818,n/a,0.958658955923726,1.0,7,12365,n/a,0,2667,0.958658955923726
n/a,6,0.966083150984683,"",2007-02-01 18:17:41,ircpresident,n/a,0.0,"",827,0.333333333333333,n/a,0.966083150984683,1.0,2,22668,n/a,0,3180,0.966083150984683
0.4,167,0.990517870167761,4,2007-10-21 08:37:59,3arabawy,1.0,0.0,0,351,0.586826347305389,10,0.990517870167761,1.0,98,28986,0.0,0,11189,0.990517870167761
