screen_name,user_type,text,created_at,originator,replied_to
toshi0104,normal_user,切れた？ ( #egypt live at http://ustre.am/t6oN),2011-01-25 12:33:55,true,n/a
zenity_st,normal_user,"ustream feeds may have been blocked, since both are now offline ( #egypt live at http://ustre.am/t6oN)",2011-01-25 12:33:48,false,n/a
Linkin_Earth,normal_user,RT @LUKANIKOSS: yepa ( #egypt live at http://ustre.am/t6oN),2011-01-25 12:33:37,false,n/a
azzzfa,normal_user,"As a Tunisian, We need Omm eddonia To bless Omm el revolution. Go Egypt, Send Mubarek to Hotel Jeddah ( #egypt live at http://ustre.am/t6oN)",2011-01-25 12:39:16,false,n/a
exiledsurfer,4,RT @omgwtfrofllmao: Egypts Ministry of Interior HP DOWN. Keep it going! #OpEgypt #AnonOps ( #egypt live at http://ustre.am/t6oN),2011-01-25 12:40:44,false,omgwtfrofllmao
SallySayed,normal_user,انضمام مظاهرة تضم ما يقارب 4 آلاف شخص قادمة من ميدان الجيزة نحو التحرير حاملة معونات مكونة من الخيام  ( #egypt live at http://ustre.am/t6oN),2011-01-25 12:44:04,false,n/a
pennyserenade,normal_user,RT @omgwtfrofllmao: Egypts Ministry of Interior HP DOWN. Keep it going! #OpEgypt #AnonOps ( #egypt live at http://ustre.am/t6oN),2011-01-25 12:43:57,false,omgwtfrofllmao
notoroid,normal_user,RT @dendopuep: エジプト革命、日本のテレビ局各局は完全スルー中、ネット見てないともはや真実を知るのが難しい世の中になってるな。  ( #egypt live at http://ustre.am/t6oN),2011-01-25 12:54:23,false,dendopuep
SallySayed,normal_user,urgent : Suzan Mubarak has reach london ... ( #egypt live at http://ustre.am/t6oN),2011-01-25 12:59:33,false,n/a
soulgirl87,normal_user,RT @SallySayed: Mubarak and his family has run away to UK.. ( #egypt live at http://ustre.am/t6oN),2011-01-25 12:59:26,false,SallySayed
maresen24,normal_user,http://www.tweetwall.de/jan25 to use twitter #Egypt ( #egypt live at http://ustre.am/t6oN),2011-01-25 12:59:13,false,n/a
timmyturner13,normal_user,where can I find other stream channel? #jan25 ( #egypt live at http://ustre.am/t6oN),2011-01-25 13:14:31,false,n/a
SallySayed,normal_user,To those who doubt that Mubarak will fall down : I'm saying fuc* off .. Yes We Can  ( #egypt live at http://ustre.am/t6oN),2011-01-25 13:54:41,false,n/a
