screen_name,user_type,text,created_at,originator,replied_to
alhajjiaqeelee,normal_user,Egypt's bourse plummets on protest fears - http://www.washingtonpost.com/wp-dyn/content/article/2011/01/27/AR2011012701069.html,2011-01-27 01:24:57,true,n/a
ALotOfNews,normal_user,Egypt's Bourse Plummets on Protest Fears http://bit.ly/dXiIfn,2011-01-27 01:24:32,false,n/a
BrkWTFN,normal_user,ABC World News Egypt's Bourse Plummets on Protest Fears: Trading halted on Egypt's stock exchange afte... http://bit.ly/dXiIfn *BrkWTFN*,2011-01-27 01:24:32,false,n/a
SCVFFM,normal_user,Egypt's Bourse Plummets on Protest Fears: Trading halted on Egypt's stock exchange after the market plunges for ... http://bit.ly/dXiIfn,2011-01-27 01:24:32,false,n/a
euronewspure,normal_user,Egypt's Bourse Plummets on Protest Fears: Trading halted on Egypt's stock exchange after the market plunges for ... http://bit.ly/dXiIfn,2011-01-27 01:24:32,false,n/a
GibertPascal,normal_user,#News #World Egypt's bourse plummets on protest fears http://apne.ws/f6X6GP (Associated Press),2011-01-27 01:32:20,false,n/a
stocksgame,normal_user,Egypt's bourse plummets on protest fears \n    (AP)\n: AP - Trading has been temporarily suspended on Egypt's st... http://bit.ly/h26tMq,2011-01-27 01:31:33,false,n/a
FinancialBin,normal_user,Egypt's bourse plummets on protest fears \n    (AP)\n: AP - Trading has been temporarily suspended on Egypt's st... http://bit.ly/hLAhBR,2011-01-27 01:31:33,false,n/a
urnewsnow,normal_user,"#StockMarket Egypt's bourse plummets on protest fears 
    (AP) http://bit.ly/hLAhBR #Economy",2011-01-27 01:31:33,false,n/a
DTNStockMarket,normal_user,"DTN Stock Market: Egypt's bourse plummets on protest fears 
    (AP): AP - Trading has been temporarily suspende... http://bit.ly/fPnp97",2011-01-27 01:31:33,false,n/a
euronewspure,normal_user,"Egypt's bourse plummets on protest fears 
    (AP): AP - Trading has been temporarily suspended on Egypt's stock... http://bit.ly/hLAhBR",2011-01-27 01:31:33,false,n/a
TradingSwing,normal_user,"Egypt's bourse plummets on protest fears 
    (AP): AP - Trading has been temporarily suspended on Egypt's stock... http://bit.ly/dNQHzl",2011-01-27 01:31:33,false,n/a
fitznight,normal_user,"Egypt's bourse plummets on protest fears 
    (AP): AP - Trading has been temporarily suspended on Egypt's stock... http://bit.ly/hLAhBR",2011-01-27 01:31:33,false,n/a
infobeira,normal_user,"Egypt's bourse plummets on protest fears 
    (AP) http://bit.ly/hLAhBR",2011-01-27 01:31:33,false,n/a
DaytraderGuru,normal_user,"Egypt's bourse plummets on protest fears 
    (AP): AP - Trading has been temporarily suspended on Egypt's stock... http://bit.ly/h19JtG",2011-01-27 01:31:32,false,n/a
fxanalyzer,normal_user,"Egypt's bourse plummets on protest fears 
    (AP): AP - Trading has been temporarily suspended on Egypt's stock... http://bit.ly/dHC78C",2011-01-27 01:31:32,false,n/a
seagulls8,normal_user,"Egypt's bourse plummets on protest fears 
    (AP): AP - Trading has been temporarily suspended on Egypt's stock... http://bit.ly/hLAhBR",2011-01-27 01:31:32,false,n/a
stockwire,normal_user,"Egypt's bourse plummets on protest fears 
    (AP) http://bit.ly/dHC78C",2011-01-27 01:31:32,false,n/a
stoxx,normal_user,"Egypt's bourse plummets on protest fears 
    (AP): AP - Trading has been temporarily suspended on Egypt's stock... http://bit.ly/dHC78C",2011-01-27 01:31:32,false,n/a
WorldNewsChat,normal_user,Egypt's bourse plummets on protest fears: CAIRO     (AP) -- Trading has been temporarily suspended on Egypt's s... http://apne.ws/i30GcV,2011-01-27 01:39:14,false,n/a
HeadlinePortal,normal_user,Egypt's bourse plummets on protest fears: CAIRO     (AP) -- Trading has been temporarily suspended on Egypt's s... http://apne.ws/h8cNRZ,2011-01-27 01:39:14,false,n/a
GSCCorp,normal_user,Egypt's bourse plummets on protest fears: CAIRO     (AP) -- Trading has been temporarily suspended on Egypt's s... http://apne.ws/h8cNRZ,2011-01-27 01:39:14,false,n/a
SDUTWorld,normal_user,Egypt's bourse plummets on protest fears http://sdut.us/fzZ5SU #sdut,2011-01-27 01:39:08,false,n/a
AfricaTamTam,normal_user,"Egypt's bourse plummets on protest fears 
    (AP): AP - Trading has been temporarily suspended on Egypt... http://bit.ly/eMXQHS #africa",2011-01-27 01:46:49,false,n/a
livenewsalerts,normal_user,"Egypt's bourse plummets on protest fears 
    (AP): AP - Trading has been temporarily suspended on Egypt's stock... http://bit.ly/erEzen",2011-01-27 01:46:49,false,n/a
ALotOfNews,normal_user,Egypt's Bourse Plummets on Protest Fears http://bit.ly/gUmCqR,2011-01-27 01:55:16,false,n/a
BrkWTFN,normal_user,ABC World News Egypt's Bourse Plummets on Protest Fears: Trading halted on Egypt's stock exchange afte... http://bit.ly/gUmCqR *BrkWTFN*,2011-01-27 01:55:16,false,n/a
SCVFFM,normal_user,Egypt's Bourse Plummets on Protest Fears: Trading halted on Egypt's stock exchange after the market plunges for ... http://bit.ly/gUmCqR,2011-01-27 01:55:16,false,n/a
UnitedNewsofUSA,normal_user,Egypt's Bourse Plummets on Protest Fears http://bit.ly/faCZxP,2011-01-27 01:55:13,false,n/a
euronewspure,normal_user,Egypt's Bourse Plummets on Protest Fears: Trading halted on Egypt's stock exchange after the market plunges for ... http://bit.ly/gUmCqR,2011-01-27 01:55:13,false,n/a
pjtlichtenthal,normal_user,RT @AlMasryAlYoum_E: Egypt's bourse plummets on protest fears http://ow.ly/3L6Oa #CollectiveProtestDay #Economy #Egypt,2011-01-27 02:03:26,false,AlMasryAlYoum_E
AlMasryAlYoum_E,1,Egypt's bourse plummets on protest fears http://ow.ly/3L6Oa #CollectiveProtestDay #Economy #Egypt,2011-01-27 02:02:54,false,n/a
Muschelschloss,normal_user,RT @AlMasryAlYoum_E: Egypt's bourse plummets on protest fears http://ow.ly/3L6Oa #CollectiveProtestDay #Economy #Egypt,2011-01-27 02:23:26,false,AlMasryAlYoum_E
stahlblu,normal_user,RT @AlMasryAlYoum_E: Egypt's bourse plummets on protest fears http://ow.ly/3L6Oa #CollectiveProtestDay #Economy #Egypt,2011-01-27 02:25:01,false,AlMasryAlYoum_E
kzakundi1,normal_user,Egypt's bourse plummets on protest fears      (AP) - AP - Trading has been temporarily suspended on Egypt's stock ex... http://ow.ly/1b3dLD,2011-01-27 02:24:42,false,n/a
kanipk,normal_user,Egypt's bourse plummets on protest fears      (AP) - AP - Trading has been temporarily suspended on Egypt's stock ex... http://ow.ly/1b3dLE,2011-01-27 02:24:42,false,n/a
Kzakundi,normal_user,Egypt's bourse plummets on protest fears      (AP) - AP - Trading has been temporarily suspended on Egypt's stock ex... http://ow.ly/1b3dLC,2011-01-27 02:24:42,false,n/a
KLexNews,normal_user,Egypt's bourse plummets on protest fears http://ff.im/-wT0hu,2011-01-27 03:05:15,false,n/a
