screen_name,user_type,text,created_at,originator,replied_to
Jnoubiyeh,normal_user,Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's resignation. #Jan25,2011-01-26 16:54:39,true,n/a
hamzah_1992,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 16:55:29,false,n/a
DidiFaridi,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 16:55:29,false,Jnoubiyeh
carapantas,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 16:55:21,false,Jnoubiyeh
chaoticIT,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 16:55:00,false,Jnoubiyeh
light_beam,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 16:55:00,false,Jnoubiyeh
Warchadi,normal_user,Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's resignation. #Jan25,2011-01-26 17:00:02,false,n/a
modelmotion,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 16:59:21,false,Jnoubiyeh
yunipattina,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 16:59:07,false,n/a
seyyedreza,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 16:58:38,false,Jnoubiyeh
eanom120,normal_user,RT @Warchadi: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's r ...,2011-01-26 17:02:43,false,Warchadi
RuwaydaMustafah,normal_user,RT @Warchadi: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's r ...,2011-01-26 17:01:57,false,Warchadi
kayehia,normal_user,RT @Warchadi: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's r ...,2011-01-26 17:01:47,false,Warchadi
worstwardho,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 17:01:46,false,Jnoubiyeh
pcmsma,normal_user,RT @Warchadi: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's r ...,2011-01-26 17:09:20,false,Warchadi
deeerooo,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 17:08:51,false,Jnoubiyeh
AlaaShaker,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 17:06:16,false,Jnoubiyeh
AbilYasir,normal_user,RT @Warchadi: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's r ...,2011-01-26 17:06:08,false,Warchadi
drsonnet,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 17:10:55,false,Jnoubiyeh
ironiet,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 17:13:58,false,Jnoubiyeh
bigwhoopitweet,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 18:03:38,false,Jnoubiyeh
joshuacstephens,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 18:02:24,false,Jnoubiyeh
faris007,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 18:18:49,false,Jnoubiyeh
zabelbok,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:21:50,false,SaloumehZ
mstanger,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:24:07,false,SaloumehZ
RileyTX,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 18:23:47,false,Jnoubiyeh
icelos,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 18:23:14,false,Jnoubiyeh
Fico13,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:27:18,false,SaloumehZ
Cyrenaican,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:26:50,false,SaloumehZ
OlympiansClan,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:34:08,false,SaloumehZ
PopeShakey,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:33:35,false,SaloumehZ
stellaaaa,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:32:20,false,SaloumehZ
esraa_ali,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:28:52,false,n/a
Yticilef,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:36:33,false,SaloumehZ
OniJoseph,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:36:13,false,SaloumehZ
aymanfadel,normal_user,RT @mar3e: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's resig ...,2011-01-26 18:35:43,false,mar3e
ahsen_uddin,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 18:48:12,false,Jnoubiyeh
VidTruth,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 18:45:23,false,Jnoubiyeh
massordnance,normal_user,RT @SaloumehZ: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's r ...,2011-01-26 18:51:15,false,SaloumehZ
fairuz_online,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 18:50:30,false,Jnoubiyeh
idleonline,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 18:53:23,false,n/a
litdreamer,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 19:11:59,false,Jnoubiyeh
RedDragon1917,normal_user,RT @mar3e: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's resig ...,2011-01-26 19:11:27,false,n/a
AbdelfatahMoh,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 19:18:08,false,Jnoubiyeh
RoseHaddadin,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 19:16:34,false,Jnoubiyeh
omar_12590,normal_user,RT @mar3e: RT @Jnoubiyeh Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want Mubarak's resig ...,2011-01-26 19:14:54,false,mar3e
orlandomicki,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 19:14:54,false,Jnoubiyeh
DeliciousAnon,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 20:03:12,false,Jnoubiyeh
Ibn_e_Kashmir,normal_user,RT @Jnoubiyeh: Hillary Clinton is calling for 'reform' in #Egypt. The people don't want your reform; they want dictator Hosni Mubarak's  ...,2011-01-26 20:56:15,false,Jnoubiyeh
