screen_name,user_type,text,created_at,originator,replied_to
davec1023,normal_user,RT @AlterNet: RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:49:14,true,n/a
cyberyan,normal_user,RT @AlterNet: RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://6 ...,2011-01-26 17:49:11,false,AlterNet
ButterflySnrida,normal_user,RT @AlterNet: RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://6 ...,2011-01-26 17:49:06,false,AlterNet
dimensionlshift,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:49:03,false,JPBarlow
renacuaja,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:48:35,false,JPBarlow
AlterNet,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:48:21,false,JPBarlow
joaosergio,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:48:20,false,JPBarlow
dosmorpheus,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:48:14,false,JPBarlow
tfletch2,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:48:06,false,JPBarlow
WLLegal,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:48:03,false,JPBarlow
boloboffin,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:47:44,false,JPBarlow
sergiorauber,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:47:35,false,n/a
JoelGroninga,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:51:46,false,JPBarlow
sameetkumar,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:51:37,false,JPBarlow
silviamartinez,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:51:36,false,JPBarlow
vtblom,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:51:34,false,JPBarlow
wadatripp,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:51:26,false,JPBarlow
MonaB2010,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:51:16,false,JPBarlow
MarcoMago,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:51:15,false,JPBarlow
julioidesign,normal_user,RT @ScholarHippies: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11 #jan25,2011-01-26 17:50:38,false,ScholarHippies
lrozen,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:50:35,false,JPBarlow
NabetseMH,normal_user,RT @AlterNet: RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://6 ...,2011-01-26 17:50:23,false,AlterNet
mlochmann,normal_user,RT @JPBarlow: RT @mimistim Please RT: #Egypt only blocking DNS. For Twitter: http://128.242.245.148 For Facebook: http://69.63.189.11,2011-01-26 17:54:29,false,JPBarlow
