value,key
14,2011-01-25 08-39
30,2011-01-25 08-42
82,2011-01-25 08-43
55,2011-01-25 08-44
14,2011-01-25 08-47
75,2011-01-25 08-48
66,2011-01-25 08-49
93,2011-01-25 08-53
73,2011-01-25 08-54
96,2011-01-25 09-03
52,2011-01-25 09-04
59,2011-01-25 09-08
100,2011-01-25 09-09
42,2011-01-25 09-13
113,2011-01-25 09-14
16,2011-01-25 09-18
78,2011-01-25 09-19
94,2011-01-25 09-20
1,2011-01-25 09-23
133,2011-01-25 09-24
8,2011-01-25 09-25
101,2011-01-25 09-29
74,2011-01-25 09-30
90,2011-01-25 09-34
81,2011-01-25 09-35
25,2011-01-25 09-38
105,2011-01-25 09-39
18,2011-01-25 09-43
90,2011-01-25 09-44
48,2011-01-25 09-45
106,2011-01-25 09-49
52,2011-01-25 09-50
16,2011-01-25 09-53
97,2011-01-25 09-54
40,2011-01-25 09-55
10,2011-01-25 10-03
105,2011-01-25 10-04
50,2011-01-25 10-05
22,2011-01-25 10-08
102,2011-01-25 10-09
49,2011-01-25 10-10
3,2011-01-25 10-13
113,2011-01-25 10-14
40,2011-01-25 10-15
86,2011-01-25 10-19
85,2011-01-25 10-20
28,2011-01-25 10-23
74,2011-01-25 10-24
65,2011-01-25 10-25
31,2011-01-25 10-28
84,2011-01-25 10-29
51,2011-01-25 10-30
2,2011-01-25 10-33
95,2011-01-25 10-34
78,2011-01-25 10-35
54,2011-01-25 10-38
93,2011-01-25 10-39
30,2011-01-25 10-43
99,2011-01-25 10-44
46,2011-01-25 10-45
98,2011-01-25 10-49
66,2011-01-25 10-50
41,2011-01-25 10-53
110,2011-01-25 10-54
20,2011-01-25 10-55
20,2011-01-25 10-58
108,2011-01-25 10-59
38,2011-01-25 11-00
33,2011-01-25 11-03
75,2011-01-25 11-04
87,2011-01-25 11-05
25,2011-01-25 11-08
118,2011-01-25 11-09
22,2011-01-25 11-10
7,2011-01-25 11-13
126,2011-01-25 11-14
41,2011-01-25 11-15
91,2011-01-25 11-19
81,2011-01-25 11-20
13,2011-01-25 11-23
107,2011-01-25 11-24
42,2011-01-25 11-25
8,2011-01-25 11-28
110,2011-01-25 11-29
42,2011-01-25 11-30
3,2011-01-25 11-33
87,2011-01-25 11-34
88,2011-01-25 11-35
18,2011-01-25 11-38
120,2011-01-25 11-39
18,2011-01-25 11-40
25,2011-01-25 11-43
114,2011-01-25 11-44
35,2011-01-25 11-45
10,2011-01-25 11-46
3,2011-01-25 11-47
15,2011-01-25 11-48
115,2011-01-25 11-49
36,2011-01-25 11-50
3,2011-01-25 11-51
3,2011-01-25 11-52
6,2011-01-25 11-53
137,2011-01-25 11-54
26,2011-01-25 11-55
2,2011-01-25 11-56
5,2011-01-25 11-57
51,2011-01-25 11-58
141,2011-01-25 11-59
120,2011-01-25 12-00
158,2011-01-25 12-01
45,2011-01-25 12-02
90,2011-01-25 12-03
157,2011-01-25 12-04
167,2011-01-25 12-05
148,2011-01-25 12-06
24,2011-01-25 12-07
40,2011-01-25 12-08
97,2011-01-25 12-09
123,2011-01-25 12-10
120,2011-01-25 12-11
129,2011-01-25 12-12
76,2011-01-25 12-13
135,2011-01-25 12-14
110,2011-01-25 12-15
2,2011-01-25 12-16
1,2011-01-25 12-17
28,2011-01-25 12-18
134,2011-01-25 12-19
79,2011-01-25 12-20
32,2011-01-25 12-21
75,2011-01-25 12-22
46,2011-01-25 12-23
125,2011-01-25 12-24
1,2011-01-25 12-25
85,2011-01-25 12-26
15,2011-01-25 12-27
8,2011-01-25 12-28
92,2011-01-25 12-29
135,2011-01-25 12-30
3,2011-01-25 12-31
1,2011-01-25 12-32
75,2011-01-25 12-33
90,2011-01-25 12-34
98,2011-01-25 12-35
1,2011-01-25 12-37
20,2011-01-25 12-38
85,2011-01-25 12-39
98,2011-01-25 12-40
1,2011-01-25 12-42
30,2011-01-25 12-43
180,2011-01-25 12-44
3,2011-01-25 12-45
2,2011-01-25 12-46
60,2011-01-25 12-48
133,2011-01-25 12-49
71,2011-01-25 12-50
2,2011-01-25 12-51
1,2011-01-25 12-52
72,2011-01-25 12-53
114,2011-01-25 12-54
95,2011-01-25 12-55
96,2011-01-25 12-56
4,2011-01-25 12-57
20,2011-01-25 12-58
121,2011-01-25 12-59
10,2011-01-25 13-00
2,2011-01-25 13-01
78,2011-01-25 13-02
76,2011-01-25 13-03
96,2011-01-25 13-04
139,2011-01-25 13-05
1,2011-01-25 13-07
8,2011-01-25 13-08
143,2011-01-25 13-09
3,2011-01-25 13-10
22,2011-01-25 13-13
103,2011-01-25 13-14
129,2011-01-25 13-15
85,2011-01-25 13-18
91,2011-01-25 13-19
33,2011-01-25 13-20
90,2011-01-25 13-21
1,2011-01-25 13-22
41,2011-01-25 13-23
160,2011-01-25 13-24
15,2011-01-25 13-25
1,2011-01-25 13-26
133,2011-01-25 13-29
127,2011-01-25 13-30
1,2011-01-25 13-33
121,2011-01-25 13-34
60,2011-01-25 13-35
101,2011-01-25 13-36
29,2011-01-25 13-37
29,2011-01-25 13-38
119,2011-01-25 13-39
11,2011-01-25 13-40
114,2011-01-25 13-44
139,2011-01-25 13-45
2,2011-01-25 13-46
1,2011-01-25 13-47
9,2011-01-25 13-48
141,2011-01-25 13-49
37,2011-01-25 13-50
83,2011-01-25 13-51
1,2011-01-25 13-52
95,2011-01-25 13-53
121,2011-01-25 13-54
4,2011-01-25 13-55
1,2011-01-25 13-58
101,2011-01-25 13-59
79,2011-01-25 14-02
4,2011-01-25 14-03
96,2011-01-25 14-04
100,2011-01-25 14-05
4,2011-01-25 14-07
18,2011-01-25 14-08
91,2011-01-25 14-09
98,2011-01-25 14-10
11,2011-01-25 14-13
101,2011-01-25 14-14
140,2011-01-25 14-15
4,2011-01-25 14-16
1,2011-01-25 14-17
94,2011-01-25 14-19
83,2011-01-25 14-20
148,2011-01-25 14-21
20,2011-01-25 14-22
22,2011-01-25 14-23
112,2011-01-25 14-24
12,2011-01-25 14-25
19,2011-01-25 14-28
126,2011-01-25 14-29
107,2011-01-25 14-30
32,2011-01-25 14-31
71,2011-01-25 14-32
2,2011-01-25 14-33
80,2011-01-25 14-34
46,2011-01-25 14-35
75,2011-01-25 14-36
21,2011-01-25 14-38
110,2011-01-25 14-39
11,2011-01-25 14-40
28,2011-01-25 14-43
89,2011-01-25 14-44
129,2011-01-25 14-45
13,2011-01-25 14-46
1,2011-01-25 14-47
18,2011-01-25 14-48
141,2011-01-25 14-49
22,2011-01-25 14-50
159,2011-01-25 14-51
19,2011-01-25 14-52
12,2011-01-25 14-53
121,2011-01-25 14-54
10,2011-01-25 14-55
56,2011-01-25 14-58
29,2011-01-25 14-59
83,2011-01-25 15-01
17,2011-01-25 15-02
100,2011-01-25 15-04
96,2011-01-25 15-05
5,2011-01-25 15-06
1,2011-01-25 15-08
101,2011-01-25 15-09
98,2011-01-25 15-10
2,2011-01-25 15-11
23,2011-01-25 15-13
180,2011-01-25 15-14
1,2011-01-25 15-16
1,2011-01-25 15-17
110,2011-01-25 15-18
91,2011-01-25 15-19
88,2011-01-25 15-20
78,2011-01-25 15-21
8,2011-01-25 15-22
15,2011-01-25 15-23
104,2011-01-25 15-24
100,2011-01-25 15-25
86,2011-01-25 15-26
26,2011-01-25 15-27
1,2011-01-25 15-28
100,2011-01-25 15-29
33,2011-01-25 15-30
67,2011-01-25 15-31
15,2011-01-25 15-32
59,2011-01-25 15-33
115,2011-01-25 15-34
91,2011-01-25 15-35
1,2011-01-25 15-38
115,2011-01-25 15-39
22,2011-01-25 15-40
1,2011-01-25 15-42
121,2011-01-25 15-44
125,2011-01-25 15-45
25,2011-01-25 15-46
1,2011-01-25 15-47
53,2011-01-25 15-48
119,2011-01-25 15-49
20,2011-01-25 15-50
159,2011-01-25 15-51
8,2011-01-25 15-52
19,2011-01-25 15-53
108,2011-01-25 15-54
42,2011-01-25 15-55
51,2011-01-25 15-56
10,2011-01-25 15-58
127,2011-01-25 15-59
59,2011-01-25 16-00
114,2011-01-25 16-01
82,2011-01-25 16-04
96,2011-01-25 16-05
35,2011-01-25 16-06
4,2011-01-25 16-07
15,2011-01-25 16-08
120,2011-01-25 16-09
13,2011-01-25 16-10
4,2011-01-25 16-11
1,2011-01-25 16-12
22,2011-01-25 16-13
83,2011-01-25 16-14
127,2011-01-25 16-15
26,2011-01-25 16-16
3,2011-01-25 16-17
59,2011-01-25 16-18
110,2011-01-25 16-19
16,2011-01-25 16-20
114,2011-01-25 16-21
19,2011-01-25 16-22
52,2011-01-25 16-23
99,2011-01-25 16-24
17,2011-01-25 16-25
15,2011-01-25 16-26
42,2011-01-25 16-27
16,2011-01-25 16-28
90,2011-01-25 16-29
20,2011-01-25 16-30
127,2011-01-25 16-31
54,2011-01-25 16-32
21,2011-01-25 16-33
72,2011-01-25 16-34
68,2011-01-25 16-35
43,2011-01-25 16-36
1,2011-01-25 16-37
41,2011-01-25 16-38
115,2011-01-25 16-39
11,2011-01-25 16-40
1,2011-01-25 16-41
11,2011-01-25 16-42
34,2011-01-25 16-43
83,2011-01-25 16-44
110,2011-01-25 16-45
35,2011-01-25 16-46
18,2011-01-25 16-48
98,2011-01-25 16-49
63,2011-01-25 16-50
108,2011-01-25 16-51
42,2011-01-25 16-52
40,2011-01-25 16-53
105,2011-01-25 16-54
87,2011-01-25 16-55
1,2011-01-25 16-56
39,2011-01-25 16-57
90,2011-01-25 16-58
68,2011-01-25 16-59
87,2011-01-25 17-00
72,2011-01-25 17-01
33,2011-01-25 17-03
66,2011-01-25 17-04
88,2011-01-25 17-05
32,2011-01-25 17-06
22,2011-01-25 17-07
63,2011-01-25 17-08
98,2011-01-25 17-09
19,2011-01-25 17-10
11,2011-01-25 17-11
8,2011-01-25 17-12
54,2011-01-25 17-13
81,2011-01-25 17-14
129,2011-01-25 17-15
2,2011-01-25 17-16
73,2011-01-25 17-17
63,2011-01-25 17-18
53,2011-01-25 17-19
92,2011-01-25 17-20
103,2011-01-25 17-21
24,2011-01-25 17-22
44,2011-01-25 17-23
107,2011-01-25 17-24
31,2011-01-25 17-25
66,2011-01-25 17-26
57,2011-01-25 17-27
41,2011-01-25 17-28
68,2011-01-25 17-29
72,2011-01-25 17-30
52,2011-01-25 17-31
4,2011-01-25 17-32
44,2011-01-25 17-33
44,2011-01-25 17-34
53,2011-01-25 17-35
55,2011-01-25 17-36
4,2011-01-25 17-37
58,2011-01-25 17-38
88,2011-01-25 17-39
13,2011-01-25 17-40
9,2011-01-25 17-42
45,2011-01-25 17-43
73,2011-01-25 17-44
101,2011-01-25 17-45
20,2011-01-25 17-46
14,2011-01-25 17-47
83,2011-01-25 17-48
58,2011-01-25 17-49
42,2011-01-25 17-50
96,2011-01-25 17-51
41,2011-01-25 17-52
52,2011-01-25 17-53
102,2011-01-25 17-54
32,2011-01-25 17-55
23,2011-01-25 17-57
56,2011-01-25 17-58
49,2011-01-25 17-59
89,2011-01-25 18-00
53,2011-01-25 18-01
42,2011-01-25 18-02
30,2011-01-25 18-03
38,2011-01-25 18-04
65,2011-01-25 18-05
46,2011-01-25 18-06
55,2011-01-25 18-07
31,2011-01-25 18-08
52,2011-01-25 18-09
61,2011-01-25 18-10
27,2011-01-25 18-11
27,2011-01-25 18-12
45,2011-01-25 18-13
68,2011-01-25 18-14
62,2011-01-25 18-15
39,2011-01-25 18-16
53,2011-01-25 18-17
50,2011-01-25 18-18
40,2011-01-25 18-19
67,2011-01-25 18-20
54,2011-01-25 18-21
38,2011-01-25 18-22
59,2011-01-25 18-23
72,2011-01-25 18-24
12,2011-01-25 18-25
40,2011-01-25 18-26
27,2011-01-25 18-27
27,2011-01-25 18-28
56,2011-01-25 18-29
70,2011-01-25 18-30
41,2011-01-25 18-31
21,2011-01-25 18-32
33,2011-01-25 18-33
32,2011-01-25 18-34
36,2011-01-25 18-35
14,2011-01-25 18-36
17,2011-01-25 18-37
46,2011-01-25 18-38
52,2011-01-25 18-39
15,2011-01-25 18-40
20,2011-01-25 18-41
39,2011-01-25 18-42
41,2011-01-25 18-43
46,2011-01-25 18-44
55,2011-01-25 18-45
39,2011-01-25 18-46
39,2011-01-25 18-47
28,2011-01-25 18-48
69,2011-01-25 18-49
63,2011-01-25 18-50
29,2011-01-25 18-51
31,2011-01-25 18-52
52,2011-01-25 18-53
71,2011-01-25 18-54
16,2011-01-25 18-55
32,2011-01-25 18-56
29,2011-01-25 18-57
23,2011-01-25 18-58
52,2011-01-25 18-59
68,2011-01-25 19-00
41,2011-01-25 19-01
27,2011-01-25 19-02
22,2011-01-25 19-03
34,2011-01-25 19-04
54,2011-01-25 19-05
74,2011-01-25 19-06
33,2011-01-25 19-07
39,2011-01-25 19-08
73,2011-01-25 19-09
9,2011-01-25 19-10
14,2011-01-25 19-11
38,2011-01-25 19-12
45,2011-01-25 19-13
41,2011-01-25 19-14
54,2011-01-25 19-15
61,2011-01-25 19-16
53,2011-01-25 19-17
47,2011-01-25 19-18
58,2011-01-25 19-19
80,2011-01-25 19-20
36,2011-01-25 19-21
42,2011-01-25 19-22
58,2011-01-25 19-23
56,2011-01-25 19-24
23,2011-01-25 19-25
36,2011-01-25 19-26
37,2011-01-25 19-27
34,2011-01-25 19-28
67,2011-01-25 19-29
42,2011-01-25 19-30
25,2011-01-25 19-31
34,2011-01-25 19-32
44,2011-01-25 19-33
53,2011-01-25 19-34
39,2011-01-25 19-35
30,2011-01-25 19-36
28,2011-01-25 19-37
49,2011-01-25 19-38
44,2011-01-25 19-39
11,2011-01-25 19-40
25,2011-01-25 19-41
28,2011-01-25 19-42
46,2011-01-25 19-43
47,2011-01-25 19-44
61,2011-01-25 19-45
51,2011-01-25 19-46
35,2011-01-25 19-47
27,2011-01-25 19-48
63,2011-01-25 19-49
63,2011-01-25 19-50
42,2011-01-25 19-51
21,2011-01-25 19-52
45,2011-01-25 19-53
85,2011-01-25 19-54
38,2011-01-25 19-55
9,2011-01-25 19-56
39,2011-01-25 19-57
43,2011-01-25 19-58
48,2011-01-25 19-59
50,2011-01-25 20-00
23,2011-01-25 20-01
28,2011-01-25 20-02
36,2011-01-25 20-03
46,2011-01-25 20-04
56,2011-01-25 20-05
34,2011-01-25 20-06
43,2011-01-25 20-07
36,2011-01-25 20-08
46,2011-01-25 20-09
47,2011-01-25 20-10
39,2011-01-25 20-11
45,2011-01-25 20-12
43,2011-01-25 20-13
62,2011-01-25 20-14
45,2011-01-25 20-15
46,2011-01-25 20-16
46,2011-01-25 20-17
45,2011-01-25 20-18
47,2011-01-25 20-19
41,2011-01-25 20-20
28,2011-01-25 20-21
29,2011-01-25 20-22
22,2011-01-25 20-23
36,2011-01-25 20-24
46,2011-01-25 20-25
34,2011-01-25 20-26
32,2011-01-25 20-27
29,2011-01-25 20-28
34,2011-01-25 20-29
36,2011-01-25 20-30
30,2011-01-25 20-31
32,2011-01-25 20-32
38,2011-01-25 20-33
41,2011-01-25 20-34
34,2011-01-25 20-35
21,2011-01-25 20-36
29,2011-01-25 20-37
38,2011-01-25 20-38
39,2011-01-25 20-39
17,2011-01-25 20-41
40,2011-01-25 20-42
39,2011-01-25 20-43
59,2011-01-25 20-44
42,2011-01-25 20-45
34,2011-01-25 20-46
38,2011-01-25 20-47
29,2011-01-25 20-48
47,2011-01-25 20-49
66,2011-01-25 20-50
34,2011-01-25 20-51
49,2011-01-25 20-52
38,2011-01-25 20-53
41,2011-01-25 20-54
1,2011-01-25 20-56
14,2011-01-25 20-58
33,2011-01-25 20-59
46,2011-01-25 21-00
28,2011-01-25 21-01
24,2011-01-25 21-02
42,2011-01-25 21-03
43,2011-01-25 21-04
38,2011-01-25 21-05
23,2011-01-25 21-06
15,2011-01-25 21-07
32,2011-01-25 21-08
35,2011-01-25 21-09
45,2011-01-25 21-10
35,2011-01-25 21-11
44,2011-01-25 21-12
54,2011-01-25 21-13
59,2011-01-25 21-14
21,2011-01-25 21-15
33,2011-01-25 21-16
40,2011-01-25 21-17
41,2011-01-25 21-18
45,2011-01-25 21-19
22,2011-01-25 21-20
28,2011-01-25 21-21
29,2011-01-25 21-22
50,2011-01-25 21-23
53,2011-01-25 21-24
35,2011-01-25 21-25
36,2011-01-25 21-26
43,2011-01-25 21-27
38,2011-01-25 21-28
46,2011-01-25 21-29
42,2011-01-25 21-30
40,2011-01-25 21-31
28,2011-01-25 21-32
26,2011-01-25 21-33
52,2011-01-25 21-34
45,2011-01-25 21-35
43,2011-01-25 21-36
15,2011-01-25 21-37
17,2011-01-25 21-38
51,2011-01-25 21-39
49,2011-01-25 21-40
24,2011-01-25 21-41
34,2011-01-25 21-42
35,2011-01-25 21-43
54,2011-01-25 21-44
45,2011-01-25 21-45
31,2011-01-25 21-46
33,2011-01-25 21-47
65,2011-01-25 21-48
37,2011-01-25 21-49
33,2011-01-25 21-50
38,2011-01-25 21-51
22,2011-01-25 21-52
39,2011-01-25 21-53
80,2011-01-25 21-54
20,2011-01-25 22-00
25,2011-01-25 22-01
34,2011-01-25 22-02
37,2011-01-25 22-03
52,2011-01-25 22-04
48,2011-01-25 22-05
34,2011-01-25 22-06
37,2011-01-25 22-07
34,2011-01-25 22-08
59,2011-01-25 22-09
53,2011-01-25 22-10
37,2011-01-25 22-11
36,2011-01-25 22-12
39,2011-01-25 22-13
58,2011-01-25 22-14
67,2011-01-25 22-15
29,2011-01-25 22-16
33,2011-01-25 22-17
64,2011-01-25 22-18
57,2011-01-25 22-19
40,2011-01-25 22-20
25,2011-01-25 22-21
36,2011-01-25 22-22
54,2011-01-25 22-23
72,2011-01-25 22-24
38,2011-01-25 22-25
23,2011-01-25 22-26
36,2011-01-25 22-27
53,2011-01-25 22-28
54,2011-01-25 22-29
40,2011-01-25 22-30
28,2011-01-25 22-31
34,2011-01-25 22-32
52,2011-01-25 22-33
63,2011-01-25 22-34
52,2011-01-25 22-35
25,2011-01-25 22-36
30,2011-01-25 22-37
35,2011-01-25 22-38
53,2011-01-25 22-39
58,2011-01-25 22-40
20,2011-01-25 22-41
29,2011-01-25 22-42
35,2011-01-25 22-43
52,2011-01-25 22-44
54,2011-01-25 22-45
29,2011-01-25 22-46
38,2011-01-25 22-47
42,2011-01-25 22-48
45,2011-01-25 22-49
50,2011-01-25 22-50
23,2011-01-25 22-51
38,2011-01-25 22-52
54,2011-01-25 22-53
58,2011-01-25 22-54
18,2011-01-25 22-55
8,2011-01-25 23-01
44,2011-01-25 23-02
71,2011-01-25 23-03
47,2011-01-25 23-04
16,2011-01-25 23-06
37,2011-01-25 23-07
41,2011-01-25 23-08
57,2011-01-25 23-09
70,2011-01-25 23-10
29,2011-01-25 23-11
27,2011-01-25 23-12
47,2011-01-25 23-13
61,2011-01-25 23-14
59,2011-01-25 23-15
24,2011-01-25 23-16
47,2011-01-25 23-17
50,2011-01-25 23-18
99,2011-01-25 23-19
30,2011-01-25 23-20
21,2011-01-25 23-21
20,2011-01-25 23-22
43,2011-01-25 23-23
59,2011-01-25 23-24
39,2011-01-25 23-25
27,2011-01-25 23-26
28,2011-01-25 23-27
46,2011-01-25 23-28
63,2011-01-25 23-29
67,2011-01-25 23-30
32,2011-01-25 23-31
43,2011-01-25 23-32
65,2011-01-25 23-33
66,2011-01-25 23-34
12,2011-01-25 23-35
17,2011-01-25 23-36
33,2011-01-25 23-37
50,2011-01-25 23-38
80,2011-01-25 23-39
44,2011-01-25 23-40
31,2011-01-25 23-41
50,2011-01-25 23-42
64,2011-01-25 23-43
47,2011-01-25 23-44
26,2011-01-25 23-46
35,2011-01-25 23-47
53,2011-01-25 23-48
68,2011-01-25 23-49
66,2011-01-25 23-50
30,2011-01-25 23-51
28,2011-01-25 23-52
57,2011-01-25 23-53
70,2011-01-25 23-54
50,2011-01-25 23-55
1,2011-01-26 00-01
10,2011-01-26 00-06
36,2011-01-26 00-07
41,2011-01-26 00-08
75,2011-01-26 00-09
67,2011-01-26 00-10
16,2011-01-26 00-11
31,2011-01-26 00-12
41,2011-01-26 00-13
81,2011-01-26 00-14
80,2011-01-26 00-15
35,2011-01-26 00-16
46,2011-01-26 00-17
56,2011-01-26 00-18
44,2011-01-26 00-19
63,2011-01-26 00-20
21,2011-01-26 00-21
45,2011-01-26 00-22
52,2011-01-26 00-23
85,2011-01-26 00-24
40,2011-01-26 00-25
16,2011-01-26 00-26
36,2011-01-26 00-27
36,2011-01-26 00-28
90,2011-01-26 00-29
72,2011-01-26 00-30
34,2011-01-26 00-31
26,2011-01-26 00-32
36,2011-01-26 00-33
74,2011-01-26 00-34
68,2011-01-26 00-35
12,2011-01-26 00-36
48,2011-01-26 00-37
89,2011-01-26 00-38
62,2011-01-26 00-39
16,2011-01-26 00-41
40,2011-01-26 00-42
44,2011-01-26 00-43
80,2011-01-26 00-44
67,2011-01-26 00-45
10,2011-01-26 00-46
33,2011-01-26 00-47
54,2011-01-26 00-48
77,2011-01-26 00-49
78,2011-01-26 00-50
26,2011-01-26 00-51
32,2011-01-26 00-52
80,2011-01-26 00-53
53,2011-01-26 00-54
15,2011-01-26 01-01
41,2011-01-26 01-02
53,2011-01-26 01-03
76,2011-01-26 01-04
55,2011-01-26 01-05
9,2011-01-26 01-06
39,2011-01-26 01-07
56,2011-01-26 01-08
64,2011-01-26 01-09
72,2011-01-26 01-10
36,2011-01-26 01-11
38,2011-01-26 01-12
51,2011-01-26 01-13
54,2011-01-26 01-14
80,2011-01-26 01-15
17,2011-01-26 01-16
32,2011-01-26 01-17
53,2011-01-26 01-18
70,2011-01-26 01-19
70,2011-01-26 01-20
40,2011-01-26 01-21
49,2011-01-26 01-22
70,2011-01-26 01-23
61,2011-01-26 01-24
2,2011-01-26 01-25
2,2011-01-26 01-26
19,2011-01-26 01-27
53,2011-01-26 01-28
77,2011-01-26 01-29
93,2011-01-26 01-30
28,2011-01-26 01-31
39,2011-01-26 01-32
42,2011-01-26 01-33
55,2011-01-26 01-34
76,2011-01-26 01-35
37,2011-01-26 01-36
33,2011-01-26 01-37
77,2011-01-26 01-38
99,2011-01-26 01-39
26,2011-01-26 01-42
46,2011-01-26 01-43
70,2011-01-26 01-44
86,2011-01-26 01-45
41,2011-01-26 01-46
32,2011-01-26 01-47
58,2011-01-26 01-48
79,2011-01-26 01-49
75,2011-01-26 01-50
21,2011-01-26 01-51
48,2011-01-26 01-52
77,2011-01-26 01-53
83,2011-01-26 01-54
31,2011-01-26 02-02
72,2011-01-26 02-03
93,2011-01-26 02-04
8,2011-01-26 02-05
37,2011-01-26 02-06
37,2011-01-26 02-07
27,2011-01-26 02-08
67,2011-01-26 02-09
112,2011-01-26 02-10
11,2011-01-26 02-11
32,2011-01-26 02-12
55,2011-01-26 02-13
73,2011-01-26 02-14
72,2011-01-26 02-15
19,2011-01-26 02-16
20,2011-01-26 02-17
39,2011-01-26 02-18
50,2011-01-26 02-19
96,2011-01-26 02-20
89,2011-01-26 02-21
38,2011-01-26 02-22
46,2011-01-26 02-23
67,2011-01-26 02-24
83,2011-01-26 02-25
54,2011-01-26 02-26
35,2011-01-26 02-27
42,2011-01-26 02-28
47,2011-01-26 02-29
78,2011-01-26 02-30
79,2011-01-26 02-31
18,2011-01-26 02-32
12,2011-01-26 02-37
44,2011-01-26 02-38
109,2011-01-26 02-39
61,2011-01-26 02-40
38,2011-01-26 02-41
35,2011-01-26 02-42
41,2011-01-26 02-43
79,2011-01-26 02-44
86,2011-01-26 02-45
50,2011-01-26 02-46
37,2011-01-26 02-47
66,2011-01-26 02-48
82,2011-01-26 02-49
38,2011-01-26 02-50
32,2011-01-26 02-52
42,2011-01-26 02-53
74,2011-01-26 02-54
78,2011-01-26 02-55
48,2011-01-26 02-56
1,2011-01-26 02-57
1,2011-01-26 02-58
15,2011-01-26 03-01
56,2011-01-26 03-02
85,2011-01-26 03-03
64,2011-01-26 03-04
62,2011-01-26 03-07
62,2011-01-26 03-08
29,2011-01-26 03-09
53,2011-01-26 03-10
47,2011-01-26 03-11
33,2011-01-26 03-12
35,2011-01-26 03-13
51,2011-01-26 03-14
99,2011-01-26 03-15
71,2011-01-26 03-16
34,2011-01-26 03-17
62,2011-01-26 03-18
66,2011-01-26 03-19
76,2011-01-26 03-20
27,2011-01-26 03-21
6,2011-01-26 03-22
63,2011-01-26 03-23
80,2011-01-26 03-24
51,2011-01-26 03-25
49,2011-01-26 03-26
55,2011-01-26 03-27
76,2011-01-26 03-28
73,2011-01-26 03-29
15,2011-01-26 03-30
74,2011-01-26 03-32
63,2011-01-26 03-33
29,2011-01-26 03-34
65,2011-01-26 03-35
68,2011-01-26 03-36
77,2011-01-26 03-37
25,2011-01-26 03-38
26,2011-01-26 03-39
41,2011-01-26 03-40
60,2011-01-26 03-41
35,2011-01-26 03-42
72,2011-01-26 03-43
99,2011-01-26 03-44
27,2011-01-26 03-47
34,2011-01-26 03-48
66,2011-01-26 03-49
85,2011-01-26 03-50
71,2011-01-26 03-51
25,2011-01-26 03-52
84,2011-01-26 03-53
39,2011-01-26 03-54
49,2011-01-26 03-55
113,2011-01-26 03-56
36,2011-01-26 03-57
53,2011-01-26 03-58
83,2011-01-26 03-59
18,2011-01-26 04-00
29,2011-01-26 04-01
30,2011-01-26 04-02
50,2011-01-26 04-03
34,2011-01-26 04-04
48,2011-01-26 04-05
68,2011-01-26 04-06
96,2011-01-26 04-07
66,2011-01-26 04-08
57,2011-01-26 04-09
60,2011-01-26 04-10
33,2011-01-26 04-12
37,2011-01-26 04-13
61,2011-01-26 04-14
75,2011-01-26 04-15
66,2011-01-26 04-16
2,2011-01-26 04-17
1,2011-01-26 04-18
1,2011-01-26 04-20
3,2011-01-26 04-21
25,2011-01-26 04-22
88,2011-01-26 04-23
43,2011-01-26 04-24
10,2011-01-26 04-25
119,2011-01-26 04-26
68,2011-01-26 04-27
45,2011-01-26 04-28
41,2011-01-26 04-29
76,2011-01-26 04-30
97,2011-01-26 04-31
2,2011-01-26 04-32
37,2011-01-26 04-33
67,2011-01-26 04-34
7,2011-01-26 04-35
89,2011-01-26 04-36
60,2011-01-26 04-37
27,2011-01-26 04-38
67,2011-01-26 04-39
36,2011-01-26 04-40
81,2011-01-26 04-41
3,2011-01-26 04-42
39,2011-01-26 04-43
119,2011-01-26 04-44
96,2011-01-26 04-45
3,2011-01-26 04-46
2,2011-01-26 04-47
24,2011-01-26 04-48
83,2011-01-26 04-49
51,2011-01-26 04-50
101,2011-01-26 04-51
48,2011-01-26 04-52
49,2011-01-26 04-53
75,2011-01-26 04-54
65,2011-01-26 04-55
83,2011-01-26 04-56
50,2011-01-26 04-58
51,2011-01-26 04-59
1,2011-01-26 05-00
93,2011-01-26 05-01
45,2011-01-26 05-02
27,2011-01-26 05-03
1,2011-01-26 05-07
64,2011-01-26 05-08
80,2011-01-26 05-09
27,2011-01-26 05-10
1,2011-01-26 05-11
30,2011-01-26 05-13
70,2011-01-26 05-14
90,2011-01-26 05-15
61,2011-01-26 05-16
39,2011-01-26 05-17
78,2011-01-26 05-18
79,2011-01-26 05-19
10,2011-01-26 05-20
100,2011-01-26 05-21
45,2011-01-26 05-22
16,2011-01-26 05-23
104,2011-01-26 05-24
68,2011-01-26 05-25
100,2011-01-26 05-26
1,2011-01-26 05-27
25,2011-01-26 05-28
130,2011-01-26 05-29
27,2011-01-26 05-30
7,2011-01-26 05-32
58,2011-01-26 05-33
77,2011-01-26 05-34
39,2011-01-26 05-35
121,2011-01-26 05-36
43,2011-01-26 05-37
34,2011-01-26 05-38
99,2011-01-26 05-39
55,2011-01-26 05-40
1,2011-01-26 05-41
36,2011-01-26 05-43
54,2011-01-26 05-44
97,2011-01-26 05-45
92,2011-01-26 05-46
23,2011-01-26 05-47
39,2011-01-26 05-50
62,2011-01-26 05-51
1,2011-01-26 05-52
35,2011-01-26 05-53
99,2011-01-26 05-54
60,2011-01-26 05-55
1,2011-01-26 05-56
