value,key
5,2011-01-13 19-09
8,2011-01-13 19-10
6,2011-01-13 19-11
10,2011-01-13 19-12
10,2011-01-13 19-13
5,2011-01-13 19-14
7,2011-01-13 19-15
9,2011-01-13 19-16
7,2011-01-13 19-17
11,2011-01-13 19-18
7,2011-01-13 19-19
11,2011-01-13 19-20
11,2011-01-13 19-21
8,2011-01-13 19-22
5,2011-01-13 19-23
3,2011-01-13 19-24
10,2011-01-13 19-25
6,2011-01-13 19-26
6,2011-01-13 19-27
6,2011-01-13 19-28
6,2011-01-13 19-29
8,2011-01-13 19-30
12,2011-01-13 19-31
8,2011-01-13 19-32
4,2011-01-13 19-33
4,2011-01-13 19-34
5,2011-01-13 19-35
8,2011-01-13 19-36
5,2011-01-13 19-37
11,2011-01-13 19-38
14,2011-01-13 19-39
12,2011-01-13 19-40
12,2011-01-13 19-41
2,2011-01-13 19-42
8,2011-01-13 19-43
4,2011-01-13 19-44
4,2011-01-13 19-45
6,2011-01-13 19-46
5,2011-01-13 19-47
4,2011-01-13 19-48
5,2011-01-13 19-49
4,2011-01-13 19-50
5,2011-01-13 19-51
9,2011-01-13 19-52
4,2011-01-13 19-53
6,2011-01-13 19-54
8,2011-01-13 19-55
10,2011-01-13 19-56
5,2011-01-13 19-57
3,2011-01-13 19-58
6,2011-01-13 19-59
5,2011-01-13 20-00
4,2011-01-13 20-01
6,2011-01-13 20-02
9,2011-01-13 20-03
9,2011-01-13 20-04
2,2011-01-13 20-05
4,2011-01-13 20-06
8,2011-01-13 20-07
5,2011-01-13 20-08
9,2011-01-13 20-09
10,2011-01-13 20-10
4,2011-01-13 20-11
3,2011-01-13 20-12
5,2011-01-13 20-13
3,2011-01-13 20-14
6,2011-01-13 20-15
9,2011-01-13 20-16
6,2011-01-13 20-17
5,2011-01-13 20-18
7,2011-01-13 20-19
4,2011-01-13 20-20
6,2011-01-13 20-21
3,2011-01-13 20-22
1,2011-01-13 20-23
6,2011-01-13 20-24
13,2011-01-13 20-25
4,2011-01-13 20-26
14,2011-01-13 20-27
7,2011-01-13 20-28
3,2011-01-13 20-29
5,2011-01-13 20-30
7,2011-01-13 20-31
6,2011-01-13 20-32
3,2011-01-13 20-33
6,2011-01-13 20-34
5,2011-01-13 20-35
6,2011-01-13 20-36
10,2011-01-13 20-37
9,2011-01-13 20-38
9,2011-01-13 20-39
11,2011-01-13 20-40
6,2011-01-13 20-41
8,2011-01-13 20-42
4,2011-01-13 20-43
5,2011-01-13 20-44
7,2011-01-13 20-45
3,2011-01-13 20-46
8,2011-01-13 20-47
14,2011-01-13 20-48
8,2011-01-13 20-49
5,2011-01-13 20-50
6,2011-01-13 20-51
3,2011-01-13 20-52
7,2011-01-13 20-53
10,2011-01-13 20-54
5,2011-01-13 20-55
7,2011-01-13 20-56
13,2011-01-13 20-57
7,2011-01-13 20-58
11,2011-01-13 20-59
4,2011-01-13 21-00
5,2011-01-13 21-01
5,2011-01-13 21-02
4,2011-01-13 21-03
6,2011-01-13 21-04
3,2011-01-13 21-05
8,2011-01-13 21-06
3,2011-01-13 21-07
2,2011-01-13 21-08
3,2011-01-13 21-09
9,2011-01-13 21-10
3,2011-01-13 21-11
3,2011-01-13 21-12
5,2011-01-13 21-13
7,2011-01-13 21-14
6,2011-01-13 21-15
5,2011-01-13 21-16
9,2011-01-13 21-17
5,2011-01-13 21-18
10,2011-01-13 21-19
3,2011-01-13 21-20
10,2011-01-13 21-21
5,2011-01-13 21-22
5,2011-01-13 21-23
4,2011-01-13 21-24
9,2011-01-13 21-25
4,2011-01-13 21-26
7,2011-01-13 21-27
9,2011-01-13 21-28
1,2011-01-13 21-29
3,2011-01-13 21-30
5,2011-01-13 21-31
10,2011-01-13 21-32
8,2011-01-13 21-33
8,2011-01-13 21-34
5,2011-01-13 21-35
9,2011-01-13 21-36
3,2011-01-13 21-37
5,2011-01-13 21-38
2,2011-01-13 21-39
3,2011-01-13 21-40
4,2011-01-13 21-41
6,2011-01-13 21-42
3,2011-01-13 21-43
10,2011-01-13 21-44
3,2011-01-13 21-45
6,2011-01-13 21-46
7,2011-01-13 21-47
4,2011-01-13 21-48
4,2011-01-13 21-49
5,2011-01-13 21-50
6,2011-01-13 21-51
1,2011-01-13 21-52
5,2011-01-13 21-53
7,2011-01-13 21-54
3,2011-01-13 21-55
3,2011-01-13 21-56
3,2011-01-13 21-57
1,2011-01-13 21-58
2,2011-01-13 21-59
6,2011-01-13 22-00
4,2011-01-13 22-01
2,2011-01-13 22-02
4,2011-01-13 22-03
4,2011-01-13 22-04
3,2011-01-13 22-05
9,2011-01-13 22-06
6,2011-01-13 22-07
4,2011-01-13 22-08
5,2011-01-13 22-09
9,2011-01-13 22-10
9,2011-01-13 22-11
5,2011-01-13 22-12
3,2011-01-13 22-13
6,2011-01-13 22-14
4,2011-01-13 22-15
3,2011-01-13 22-16
7,2011-01-13 22-17
9,2011-01-13 22-18
5,2011-01-13 22-19
6,2011-01-13 22-20
10,2011-01-13 22-21
5,2011-01-13 22-22
5,2011-01-13 22-23
4,2011-01-13 22-24
3,2011-01-13 22-25
5,2011-01-13 22-26
5,2011-01-13 22-27
2,2011-01-13 22-28
3,2011-01-13 22-29
7,2011-01-13 22-30
3,2011-01-13 22-31
3,2011-01-13 22-32
7,2011-01-13 22-33
5,2011-01-13 22-34
1,2011-01-13 22-35
5,2011-01-13 22-36
5,2011-01-13 22-37
4,2011-01-13 22-38
3,2011-01-13 22-39
7,2011-01-13 22-40
2,2011-01-13 22-41
9,2011-01-13 22-42
5,2011-01-13 22-43
2,2011-01-13 22-44
7,2011-01-13 22-45
7,2011-01-13 22-46
9,2011-01-13 22-47
3,2011-01-13 22-48
10,2011-01-13 22-49
9,2011-01-13 22-50
4,2011-01-13 22-51
9,2011-01-13 22-52
8,2011-01-13 22-53
5,2011-01-13 22-54
11,2011-01-13 22-55
7,2011-01-13 22-56
8,2011-01-13 22-57
7,2011-01-13 22-58
8,2011-01-13 22-59
10,2011-01-13 23-00
8,2011-01-13 23-01
13,2011-01-13 23-02
8,2011-01-13 23-03
12,2011-01-13 23-04
10,2011-01-13 23-05
7,2011-01-13 23-06
13,2011-01-13 23-07
7,2011-01-13 23-08
9,2011-01-13 23-09
14,2011-01-13 23-10
16,2011-01-13 23-11
9,2011-01-13 23-12
7,2011-01-13 23-13
9,2011-01-13 23-14
7,2011-01-13 23-15
14,2011-01-13 23-16
10,2011-01-13 23-17
12,2011-01-13 23-18
10,2011-01-13 23-19
17,2011-01-13 23-20
7,2011-01-13 23-21
13,2011-01-13 23-22
12,2011-01-13 23-23
7,2011-01-13 23-24
19,2011-01-13 23-25
12,2011-01-13 23-26
9,2011-01-13 23-27
13,2011-01-13 23-28
4,2011-01-13 23-29
13,2011-01-13 23-30
17,2011-01-13 23-31
13,2011-01-13 23-32
15,2011-01-13 23-33
12,2011-01-13 23-34
7,2011-01-13 23-35
10,2011-01-13 23-36
15,2011-01-13 23-37
9,2011-01-13 23-38
13,2011-01-13 23-39
12,2011-01-13 23-40
16,2011-01-13 23-41
5,2011-01-13 23-42
12,2011-01-13 23-43
20,2011-01-13 23-44
15,2011-01-13 23-45
10,2011-01-13 23-46
13,2011-01-13 23-47
21,2011-01-13 23-48
18,2011-01-13 23-49
11,2011-01-13 23-50
23,2011-01-13 23-51
11,2011-01-13 23-52
17,2011-01-13 23-53
9,2011-01-13 23-54
2,2011-01-13 23-56
15,2011-01-13 23-57
19,2011-01-13 23-58
9,2011-01-13 23-59
12,2011-01-14 00-00
13,2011-01-14 00-01
15,2011-01-14 00-02
5,2011-01-14 00-03
19,2011-01-14 00-04
17,2011-01-14 00-05
10,2011-01-14 00-06
10,2011-01-14 00-07
13,2011-01-14 00-08
13,2011-01-14 00-09
9,2011-01-14 00-10
11,2011-01-14 00-11
12,2011-01-14 00-12
7,2011-01-14 00-13
12,2011-01-14 00-14
12,2011-01-14 00-15
9,2011-01-14 00-16
11,2011-01-14 00-17
11,2011-01-14 00-18
9,2011-01-14 00-19
7,2011-01-14 00-20
13,2011-01-14 00-21
9,2011-01-14 00-22
11,2011-01-14 00-23
11,2011-01-14 00-24
7,2011-01-14 00-25
10,2011-01-14 00-26
15,2011-01-14 00-27
16,2011-01-14 00-28
10,2011-01-14 00-29
10,2011-01-14 00-30
9,2011-01-14 00-31
13,2011-01-14 00-32
17,2011-01-14 00-33
19,2011-01-14 00-34
19,2011-01-14 00-35
14,2011-01-14 00-36
16,2011-01-14 00-37
16,2011-01-14 00-38
15,2011-01-14 00-39
15,2011-01-14 00-40
16,2011-01-14 00-41
15,2011-01-14 00-42
25,2011-01-14 00-43
12,2011-01-14 00-44
20,2011-01-14 00-45
14,2011-01-14 00-46
15,2011-01-14 00-47
27,2011-01-14 00-48
11,2011-01-14 00-49
14,2011-01-14 00-50
18,2011-01-14 00-51
12,2011-01-14 00-52
12,2011-01-14 00-53
18,2011-01-14 00-54
20,2011-01-14 00-55
23,2011-01-14 00-56
14,2011-01-14 00-57
16,2011-01-14 00-58
23,2011-01-14 00-59
13,2011-01-14 01-00
24,2011-01-14 01-01
23,2011-01-14 01-02
24,2011-01-14 01-03
13,2011-01-14 01-04
25,2011-01-14 01-05
29,2011-01-14 01-06
17,2011-01-14 01-07
15,2011-01-14 01-08
22,2011-01-14 01-09
21,2011-01-14 01-10
14,2011-01-14 01-11
19,2011-01-14 01-12
23,2011-01-14 01-13
20,2011-01-14 01-14
21,2011-01-14 01-15
19,2011-01-14 01-16
24,2011-01-14 01-17
10,2011-01-14 01-18
15,2011-01-14 01-19
27,2011-01-14 01-20
13,2011-01-14 01-21
15,2011-01-14 01-22
18,2011-01-14 01-23
16,2011-01-14 01-24
8,2011-01-14 01-25
33,2011-01-14 01-26
28,2011-01-14 01-27
22,2011-01-14 01-28
15,2011-01-14 01-29
21,2011-01-14 01-30
21,2011-01-14 01-31
22,2011-01-14 01-32
21,2011-01-14 01-33
9,2011-01-14 01-34
12,2011-01-14 01-35
24,2011-01-14 01-36
27,2011-01-14 01-37
20,2011-01-14 01-38
17,2011-01-14 01-39
19,2011-01-14 01-40
28,2011-01-14 01-41
22,2011-01-14 01-42
20,2011-01-14 01-43
11,2011-01-14 01-44
24,2011-01-14 01-46
25,2011-01-14 01-47
32,2011-01-14 01-48
29,2011-01-14 01-49
20,2011-01-14 01-50
19,2011-01-14 01-51
18,2011-01-14 01-52
18,2011-01-14 01-53
13,2011-01-14 01-54
25,2011-01-14 01-55
21,2011-01-14 01-56
28,2011-01-14 01-57
15,2011-01-14 01-58
11,2011-01-14 01-59
13,2011-01-14 02-00
23,2011-01-14 02-01
30,2011-01-14 02-02
25,2011-01-14 02-03
10,2011-01-14 02-04
28,2011-01-14 02-06
33,2011-01-14 02-07
28,2011-01-14 02-08
19,2011-01-14 02-09
21,2011-01-14 02-10
15,2011-01-14 02-11
26,2011-01-14 02-12
17,2011-01-14 02-13
13,2011-01-14 02-14
19,2011-01-14 02-16
32,2011-01-14 02-17
33,2011-01-14 02-18
16,2011-01-14 02-19
1,2011-01-14 02-20
24,2011-01-14 02-21
36,2011-01-14 02-22
27,2011-01-14 02-23
12,2011-01-14 02-24
21,2011-01-14 02-26
38,2011-01-14 02-27
25,2011-01-14 02-28
16,2011-01-14 02-29
20,2011-01-14 02-30
19,2011-01-14 02-31
23,2011-01-14 02-32
26,2011-01-14 02-33
12,2011-01-14 02-34
1,2011-01-14 02-35
35,2011-01-14 02-36
29,2011-01-14 02-37
23,2011-01-14 02-38
12,2011-01-14 02-39
10,2011-01-14 02-41
33,2011-01-14 02-42
29,2011-01-14 02-43
28,2011-01-14 02-44
13,2011-01-14 02-46
35,2011-01-14 02-47
33,2011-01-14 02-48
19,2011-01-14 02-49
13,2011-01-14 02-51
26,2011-01-14 02-52
42,2011-01-14 02-53
19,2011-01-14 02-54
27,2011-01-14 02-57
46,2011-01-14 02-58
27,2011-01-14 02-59
13,2011-01-14 03-01
38,2011-01-14 03-02
34,2011-01-14 03-03
15,2011-01-14 03-04
25,2011-01-14 03-07
42,2011-01-14 03-08
33,2011-01-14 03-09
22,2011-01-14 03-12
52,2011-01-14 03-13
26,2011-01-14 03-14
1,2011-01-14 03-16
44,2011-01-14 03-17
41,2011-01-14 03-18
14,2011-01-14 03-19
13,2011-01-14 03-21
42,2011-01-14 03-22
25,2011-01-14 03-23
20,2011-01-14 03-24
12,2011-01-14 03-26
40,2011-01-14 03-27
34,2011-01-14 03-28
14,2011-01-14 03-29
8,2011-01-14 03-31
35,2011-01-14 03-32
33,2011-01-14 03-33
24,2011-01-14 03-34
27,2011-01-14 03-36
26,2011-01-14 03-37
29,2011-01-14 03-38
18,2011-01-14 03-39
35,2011-01-14 03-42
39,2011-01-14 03-43
26,2011-01-14 03-44
3,2011-01-14 03-46
37,2011-01-14 03-47
35,2011-01-14 03-48
25,2011-01-14 03-49
9,2011-01-14 03-51
36,2011-01-14 03-52
32,2011-01-14 03-53
23,2011-01-14 03-54
28,2011-01-14 03-57
46,2011-01-14 03-58
26,2011-01-14 03-59
27,2011-01-14 04-02
33,2011-01-14 04-03
35,2011-01-14 04-04
5,2011-01-14 04-05
14,2011-01-14 04-06
36,2011-01-14 04-07
33,2011-01-14 04-08
17,2011-01-14 04-09
17,2011-01-14 04-11
29,2011-01-14 04-12
38,2011-01-14 04-13
16,2011-01-14 04-14
9,2011-01-14 04-16
32,2011-01-14 04-17
35,2011-01-14 04-18
24,2011-01-14 04-19
10,2011-01-14 04-21
19,2011-01-14 04-22
43,2011-01-14 04-23
28,2011-01-14 04-24
22,2011-01-14 04-26
23,2011-01-14 04-27
26,2011-01-14 04-28
26,2011-01-14 04-29
3,2011-01-14 04-30
13,2011-01-14 04-31
29,2011-01-14 04-32
31,2011-01-14 04-33
27,2011-01-14 04-34
10,2011-01-14 04-36
34,2011-01-14 04-37
35,2011-01-14 04-38
21,2011-01-14 04-39
4,2011-01-14 04-41
36,2011-01-14 04-42
31,2011-01-14 04-43
29,2011-01-14 04-44
13,2011-01-14 04-46
27,2011-01-14 04-47
35,2011-01-14 04-48
26,2011-01-14 04-49
23,2011-01-14 04-51
29,2011-01-14 04-52
26,2011-01-14 04-53
23,2011-01-14 04-54
8,2011-01-14 05-01
23,2011-01-14 05-02
38,2011-01-14 05-03
31,2011-01-14 05-04
33,2011-01-14 05-07
31,2011-01-14 05-08
36,2011-01-14 05-09
17,2011-01-14 05-12
47,2011-01-14 05-13
36,2011-01-14 05-14
13,2011-01-14 05-16
32,2011-01-14 05-17
32,2011-01-14 05-18
23,2011-01-14 05-19
3,2011-01-14 05-21
32,2011-01-14 05-22
40,2011-01-14 05-23
25,2011-01-14 05-24
22,2011-01-14 05-27
35,2011-01-14 05-28
43,2011-01-14 05-29
1,2011-01-14 05-31
43,2011-01-14 05-32
24,2011-01-14 05-33
32,2011-01-14 05-34
7,2011-01-14 05-36
29,2011-01-14 05-37
28,2011-01-14 05-38
36,2011-01-14 05-39
8,2011-01-14 05-41
30,2011-01-14 05-42
27,2011-01-14 05-43
35,2011-01-14 05-44
13,2011-01-14 05-47
54,2011-01-14 05-48
33,2011-01-14 05-49
10,2011-01-14 05-52
46,2011-01-14 05-53
44,2011-01-14 05-54
1,2011-01-14 05-56
49,2011-01-14 05-58
49,2011-01-14 05-59
2,2011-01-14 06-00
39,2011-01-14 06-03
61,2011-01-14 06-04
36,2011-01-14 06-08
64,2011-01-14 06-09
47,2011-01-14 06-13
53,2011-01-14 06-14
33,2011-01-14 06-17
40,2011-01-14 06-18
27,2011-01-14 06-19
18,2011-01-14 06-22
47,2011-01-14 06-23
35,2011-01-14 06-24
33,2011-01-14 06-27
37,2011-01-14 06-28
30,2011-01-14 06-29
14,2011-01-14 06-32
46,2011-01-14 06-33
40,2011-01-14 06-34
10,2011-01-14 06-37
56,2011-01-14 06-38
34,2011-01-14 06-39
25,2011-01-14 06-42
38,2011-01-14 06-43
37,2011-01-14 06-44
25,2011-01-14 06-47
40,2011-01-14 06-48
35,2011-01-14 06-49
10,2011-01-14 06-52
49,2011-01-14 06-53
41,2011-01-14 06-54
1,2011-01-14 06-57
1,2011-01-14 06-59
2,2011-01-14 07-00
2,2011-01-14 07-01
17,2011-01-14 07-02
65,2011-01-14 07-03
18,2011-01-14 07-04
42,2011-01-14 07-07
49,2011-01-14 07-08
10,2011-01-14 07-09
2,2011-01-14 07-10
4,2011-01-14 07-12
75,2011-01-14 07-13
21,2011-01-14 07-14
1,2011-01-14 07-16
22,2011-01-14 07-17
78,2011-01-14 07-18
25,2011-01-14 07-22
75,2011-01-14 07-23
35,2011-01-14 07-27
65,2011-01-14 07-28
1,2011-01-14 07-32
61,2011-01-14 07-33
39,2011-01-14 07-34
54,2011-01-14 07-38
46,2011-01-14 07-39
9,2011-01-14 07-43
84,2011-01-14 07-44
7,2011-01-14 07-45
37,2011-01-14 07-48
63,2011-01-14 07-49
38,2011-01-14 07-53
62,2011-01-14 07-54
42,2011-01-14 07-58
58,2011-01-14 07-59
52,2011-01-14 08-03
48,2011-01-14 08-04
37,2011-01-14 08-08
63,2011-01-14 08-09
18,2011-01-14 08-12
58,2011-01-14 08-13
24,2011-01-14 08-14
71,2011-01-14 08-18
29,2011-01-14 08-19
56,2011-01-14 08-23
44,2011-01-14 08-24
1,2011-01-14 08-26
1,2011-01-14 08-27
45,2011-01-14 08-28
56,2011-01-14 08-29
1,2011-01-14 08-30
1,2011-01-14 08-31
17,2011-01-14 08-33
83,2011-01-14 08-34
100,2011-01-14 08-39
23,2011-01-14 08-43
77,2011-01-14 08-44
16,2011-01-14 08-48
84,2011-01-14 08-49
23,2011-01-14 08-53
77,2011-01-14 08-54
1,2011-01-14 08-55
8,2011-01-14 09-03
90,2011-01-14 09-04
2,2011-01-14 09-05
1,2011-01-14 09-07
1,2011-01-14 09-08
100,2011-01-14 09-09
2,2011-01-14 09-11
100,2011-01-14 09-14
100,2011-01-14 09-19
100,2011-01-14 09-24
100,2011-01-14 09-29
101,2011-01-14 09-34
2,2011-01-14 09-35
2,2011-01-14 09-36
101,2011-01-14 09-39
100,2011-01-14 09-44
100,2011-01-14 09-49
100,2011-01-14 09-54
1,2011-01-14 09-58
1,2011-01-14 10-02
100,2011-01-14 10-04
100,2011-01-14 10-09
1,2011-01-14 10-11
101,2011-01-14 10-14
1,2011-01-14 10-18
99,2011-01-14 10-19
1,2011-01-14 10-23
99,2011-01-14 10-24
100,2011-01-14 10-29
100,2011-01-14 10-34
22,2011-01-14 10-38
78,2011-01-14 10-39
50,2011-01-14 10-43
50,2011-01-14 10-44
46,2011-01-14 10-48
54,2011-01-14 10-49
41,2011-01-14 10-53
59,2011-01-14 10-54
25,2011-01-14 10-58
75,2011-01-14 10-59
54,2011-01-14 11-03
46,2011-01-14 11-04
43,2011-01-14 11-08
57,2011-01-14 11-09
21,2011-01-14 11-13
77,2011-01-14 11-14
2,2011-01-14 11-15
36,2011-01-14 11-18
64,2011-01-14 11-19
29,2011-01-14 11-23
72,2011-01-14 11-24
1,2011-01-14 11-26
21,2011-01-14 11-28
79,2011-01-14 11-29
40,2011-01-14 11-33
60,2011-01-14 11-34
1,2011-01-14 11-37
47,2011-01-14 11-38
53,2011-01-14 11-39
49,2011-01-14 11-43
51,2011-01-14 11-44
33,2011-01-14 11-48
67,2011-01-14 11-49
41,2011-01-14 11-53
59,2011-01-14 11-54
34,2011-01-14 11-58
66,2011-01-14 11-59
49,2011-01-14 12-03
51,2011-01-14 12-04
34,2011-01-14 12-08
104,2011-01-14 12-09
102,2011-01-14 12-10
114,2011-01-14 12-11
72,2011-01-14 12-12
87,2011-01-14 12-14
101,2011-01-14 12-15
35,2011-01-14 12-16
90,2011-01-14 12-18
144,2011-01-14 12-19
169,2011-01-14 12-20
41,2011-01-14 12-21
142,2011-01-14 12-22
37,2011-01-14 12-23
140,2011-01-14 12-24
32,2011-01-14 12-29
96,2011-01-14 12-30
72,2011-01-14 12-31
3,2011-01-14 12-33
87,2011-01-14 12-34
107,2011-01-14 12-35
127,2011-01-14 12-36
56,2011-01-14 12-37
22,2011-01-14 12-38
75,2011-01-14 12-39
151,2011-01-14 12-40
94,2011-01-14 12-41
113,2011-01-14 12-42
109,2011-01-14 12-43
50,2011-01-14 12-44
101,2011-01-14 12-45
46,2011-01-14 12-46
56,2011-01-14 12-48
117,2011-01-14 12-49
36,2011-01-14 12-53
125,2011-01-14 12-54
36,2011-01-14 12-55
61,2011-01-14 12-58
119,2011-01-14 12-59
52,2011-01-14 13-04
106,2011-01-14 13-05
35,2011-01-14 13-06
40,2011-01-14 13-09
105,2011-01-14 13-10
53,2011-01-14 13-11
26,2011-01-14 13-13
115,2011-01-14 13-14
53,2011-01-14 13-15
53,2011-01-14 13-16
74,2011-01-14 13-17
81,2011-01-14 13-18
62,2011-01-14 13-19
115,2011-01-14 13-20
55,2011-01-14 13-23
111,2011-01-14 13-24
107,2011-01-14 13-25
32,2011-01-14 13-26
133,2011-01-14 13-27
68,2011-01-14 13-28
129,2011-01-14 13-29
36,2011-01-14 13-33
107,2011-01-14 13-34
110,2011-01-14 13-35
13,2011-01-14 13-36
49,2011-01-14 13-38
121,2011-01-14 13-39
106,2011-01-14 13-40
61,2011-01-14 13-41
15,2011-01-14 13-42
64,2011-01-14 13-43
66,2011-01-14 13-44
99,2011-01-14 13-45
54,2011-01-14 13-48
116,2011-01-14 13-49
31,2011-01-14 13-50
125,2011-01-14 13-51
21,2011-01-14 13-52
63,2011-01-14 13-53
98,2011-01-14 13-54
30,2011-01-14 13-55
91,2011-01-14 13-56
72,2011-01-14 13-57
38,2011-01-14 13-58
138,2011-01-14 13-59
50,2011-01-14 14-02
86,2011-01-14 14-03
74,2011-01-14 14-04
72,2011-01-14 14-05
109,2011-01-14 14-06
25,2011-01-14 14-07
104,2011-01-14 14-08
116,2011-01-14 14-09
94,2011-01-14 14-10
44,2011-01-14 14-13
131,2011-01-14 14-14
31,2011-01-14 14-19
110,2011-01-14 14-20
50,2011-01-14 14-21
26,2011-01-14 14-22
120,2011-01-14 14-23
128,2011-01-14 14-24
82,2011-01-14 14-25
9,2011-01-14 14-27
86,2011-01-14 14-28
80,2011-01-14 14-29
34,2011-01-14 14-32
71,2011-01-14 14-33
86,2011-01-14 14-34
5,2011-01-14 14-35
38,2011-01-14 14-36
58,2011-01-14 14-39
110,2011-01-14 14-40
22,2011-01-14 14-41
20,2011-01-14 14-44
91,2011-01-14 14-45
79,2011-01-14 14-46
32,2011-01-14 14-48
96,2011-01-14 14-49
59,2011-01-14 14-50
72,2011-01-14 14-53
90,2011-01-14 14-54
2,2011-01-14 14-55
47,2011-01-14 15-01
98,2011-01-14 15-02
33,2011-01-14 15-03
41,2011-01-14 15-04
95,2011-01-14 15-05
47,2011-01-14 15-06
20,2011-01-14 15-09
84,2011-01-14 15-10
79,2011-01-14 15-11
12,2011-01-14 15-12
56,2011-01-14 15-13
98,2011-01-14 15-14
26,2011-01-14 15-15
39,2011-01-14 15-16
57,2011-01-14 15-18
103,2011-01-14 15-19
59,2011-01-14 15-20
77,2011-01-14 15-23
102,2011-01-14 15-24
124,2011-01-14 15-25
69,2011-01-14 15-26
84,2011-01-14 15-28
81,2011-01-14 15-29
7,2011-01-14 15-30
33,2011-01-14 15-34
91,2011-01-14 15-35
62,2011-01-14 15-36
60,2011-01-14 15-38
113,2011-01-14 15-39
6,2011-01-14 15-40
16,2011-01-14 15-43
83,2011-01-14 15-44
77,2011-01-14 15-45
42,2011-01-14 15-49
90,2011-01-14 15-50
40,2011-01-14 15-51
1,2011-01-14 15-52
48,2011-01-14 15-53
83,2011-01-14 15-54
98,2011-01-14 15-55
97,2011-01-14 15-56
31,2011-01-14 15-57
50,2011-01-14 16-04
86,2011-01-14 16-05
34,2011-01-14 16-06
18,2011-01-14 16-09
97,2011-01-14 16-10
68,2011-01-14 16-11
39,2011-01-14 16-14
98,2011-01-14 16-15
43,2011-01-14 16-16
53,2011-01-14 16-18
104,2011-01-14 16-19
7,2011-01-14 16-20
2,2011-01-14 16-22
50,2011-01-14 16-23
88,2011-01-14 16-24
99,2011-01-14 16-25
90,2011-01-14 16-26
50,2011-01-14 16-27
68,2011-01-14 16-28
79,2011-01-14 16-29
4,2011-01-14 16-30
29,2011-01-14 16-33
41,2011-01-14 16-34
33,2011-01-14 16-35
98,2011-01-14 16-36
20,2011-01-14 16-38
136,2011-01-14 16-39
26,2011-01-14 16-40
56,2011-01-14 16-43
119,2011-01-14 16-44
7,2011-01-14 16-45
16,2011-01-14 16-48
44,2011-01-14 16-49
66,2011-01-14 16-50
67,2011-01-14 16-51
29,2011-01-14 16-53
37,2011-01-14 16-54
71,2011-01-14 16-55
53,2011-01-14 16-56
16,2011-01-14 17-03
45,2011-01-14 17-04
62,2011-01-14 17-05
52,2011-01-14 17-06
38,2011-01-14 17-07
58,2011-01-14 17-08
70,2011-01-14 17-09
15,2011-01-14 17-10
14,2011-01-14 17-13
46,2011-01-14 17-14
79,2011-01-14 17-15
56,2011-01-14 17-16
29,2011-01-14 17-17
48,2011-01-14 17-18
60,2011-01-14 17-19
39,2011-01-14 17-20
56,2011-01-14 17-22
62,2011-01-14 17-23
57,2011-01-14 17-24
5,2011-01-14 17-25
13,2011-01-14 17-26
60,2011-01-14 17-27
48,2011-01-14 17-28
44,2011-01-14 17-29
6,2011-01-14 17-30
29,2011-01-14 17-32
21,2011-01-14 17-33
47,2011-01-14 17-34
50,2011-01-14 17-35
35,2011-01-14 17-36
12,2011-01-14 17-37
22,2011-01-14 17-38
47,2011-01-14 17-39
50,2011-01-14 17-40
47,2011-01-14 17-41
1,2011-01-14 17-42
33,2011-01-14 17-43
42,2011-01-14 17-44
70,2011-01-14 17-45
54,2011-01-14 17-46
26,2011-01-14 17-47
41,2011-01-14 17-48
43,2011-01-14 17-49
44,2011-01-14 17-50
31,2011-01-14 17-51
48,2011-01-14 17-52
49,2011-01-14 17-53
44,2011-01-14 17-54
9,2011-01-14 17-55
30,2011-01-14 17-57
37,2011-01-14 17-58
48,2011-01-14 17-59
49,2011-01-14 18-00
36,2011-01-14 18-01
15,2011-01-14 18-02
37,2011-01-14 18-03
46,2011-01-14 18-04
37,2011-01-14 18-05
53,2011-01-14 18-06
22,2011-01-14 18-07
13,2011-01-14 18-08
42,2011-01-14 18-09
57,2011-01-14 18-10
51,2011-01-14 18-11
23,2011-01-14 18-12
21,2011-01-14 18-13
12,2011-01-14 18-14
49,2011-01-14 18-15
56,2011-01-14 18-16
35,2011-01-14 18-17
33,2011-01-14 18-18
32,2011-01-14 18-19
6,2011-01-14 18-22
56,2011-01-14 18-23
41,2011-01-14 18-24
18,2011-01-14 18-25
9,2011-01-14 18-26
21,2011-01-14 18-27
17,2011-01-14 18-28
38,2011-01-14 18-29
45,2011-01-14 18-30
49,2011-01-14 18-31
19,2011-01-14 18-32
18,2011-01-14 18-33
30,2011-01-14 18-34
52,2011-01-14 18-35
42,2011-01-14 18-36
38,2011-01-14 18-37
43,2011-01-14 18-38
40,2011-01-14 18-39
21,2011-01-14 18-40
21,2011-01-14 18-41
14,2011-01-14 18-42
18,2011-01-14 18-43
15,2011-01-14 18-44
21,2011-01-14 18-45
101,2011-01-14 18-46
26,2011-01-14 18-47
46,2011-01-14 18-48
53,2011-01-14 18-49
20,2011-01-14 18-50
19,2011-01-14 18-51
39,2011-01-14 18-52
31,2011-01-14 18-53
31,2011-01-14 18-54
20,2011-01-14 18-55
4,2011-01-14 18-56
42,2011-01-14 18-57
26,2011-01-14 18-58
28,2011-01-14 18-59
16,2011-01-14 19-00
14,2011-01-14 19-01
12,2011-01-14 19-02
16,2011-01-14 19-03
38,2011-01-14 19-04
52,2011-01-14 19-05
44,2011-01-14 19-06
22,2011-01-14 19-07
43,2011-01-14 19-08
