value,key
6,2011-01-12 22-55
9,2011-01-12 22-56
9,2011-01-12 22-57
6,2011-01-12 22-58
10,2011-01-12 22-59
9,2011-01-12 23-00
8,2011-01-12 23-01
6,2011-01-12 23-02
10,2011-01-12 23-03
3,2011-01-12 23-04
6,2011-01-12 23-05
21,2011-01-12 23-06
15,2011-01-12 23-07
11,2011-01-12 23-08
6,2011-01-12 23-09
9,2011-01-12 23-10
12,2011-01-12 23-11
9,2011-01-12 23-12
3,2011-01-12 23-13
5,2011-01-12 23-14
10,2011-01-12 23-15
9,2011-01-12 23-16
8,2011-01-12 23-17
6,2011-01-12 23-18
8,2011-01-12 23-19
9,2011-01-12 23-20
7,2011-01-12 23-21
12,2011-01-12 23-22
6,2011-01-12 23-23
14,2011-01-12 23-24
12,2011-01-12 23-25
4,2011-01-12 23-26
9,2011-01-12 23-27
9,2011-01-12 23-28
2,2011-01-12 23-29
10,2011-01-12 23-30
6,2011-01-12 23-31
3,2011-01-12 23-32
3,2011-01-12 23-33
10,2011-01-12 23-34
12,2011-01-12 23-35
7,2011-01-12 23-36
3,2011-01-12 23-37
8,2011-01-12 23-38
5,2011-01-12 23-39
2,2011-01-12 23-40
5,2011-01-12 23-41
4,2011-01-12 23-42
11,2011-01-12 23-43
6,2011-01-12 23-44
1,2011-01-12 23-45
12,2011-01-12 23-46
13,2011-01-12 23-47
6,2011-01-12 23-48
11,2011-01-12 23-49
11,2011-01-12 23-50
8,2011-01-12 23-51
6,2011-01-12 23-52
9,2011-01-12 23-53
13,2011-01-12 23-54
16,2011-01-12 23-55
5,2011-01-12 23-56
12,2011-01-12 23-57
13,2011-01-12 23-58
10,2011-01-12 23-59
15,2011-01-13 00-00
11,2011-01-13 00-01
11,2011-01-13 00-02
13,2011-01-13 00-03
9,2011-01-13 00-04
18,2011-01-13 00-05
16,2011-01-13 00-06
16,2011-01-13 00-07
12,2011-01-13 00-08
5,2011-01-13 00-09
6,2011-01-13 00-10
7,2011-01-13 00-11
6,2011-01-13 00-12
11,2011-01-13 00-13
9,2011-01-13 00-14
4,2011-01-13 00-15
10,2011-01-13 00-16
11,2011-01-13 00-17
6,2011-01-13 00-18
8,2011-01-13 00-19
9,2011-01-13 00-20
5,2011-01-13 00-21
7,2011-01-13 00-22
6,2011-01-13 00-23
13,2011-01-13 00-24
11,2011-01-13 00-25
8,2011-01-13 00-26
9,2011-01-13 00-27
13,2011-01-13 00-28
10,2011-01-13 00-29
10,2011-01-13 00-30
9,2011-01-13 00-31
12,2011-01-13 00-32
8,2011-01-13 00-33
6,2011-01-13 00-34
7,2011-01-13 00-35
7,2011-01-13 00-36
10,2011-01-13 00-37
10,2011-01-13 00-38
9,2011-01-13 00-39
10,2011-01-13 00-40
4,2011-01-13 00-41
11,2011-01-13 00-42
6,2011-01-13 00-43
8,2011-01-13 00-44
6,2011-01-13 00-45
10,2011-01-13 00-46
9,2011-01-13 00-47
14,2011-01-13 00-48
11,2011-01-13 00-49
7,2011-01-13 00-50
6,2011-01-13 00-51
3,2011-01-13 00-52
15,2011-01-13 00-53
8,2011-01-13 00-54
9,2011-01-13 00-55
12,2011-01-13 00-56
11,2011-01-13 00-57
9,2011-01-13 00-58
13,2011-01-13 00-59
14,2011-01-13 01-00
9,2011-01-13 01-01
10,2011-01-13 01-02
14,2011-01-13 01-03
12,2011-01-13 01-04
15,2011-01-13 01-05
16,2011-01-13 01-06
27,2011-01-13 01-07
28,2011-01-13 01-08
16,2011-01-13 01-09
18,2011-01-13 01-10
10,2011-01-13 01-11
9,2011-01-13 01-12
9,2011-01-13 01-13
9,2011-01-13 01-14
18,2011-01-13 01-15
5,2011-01-13 01-16
6,2011-01-13 01-17
5,2011-01-13 01-18
11,2011-01-13 01-19
12,2011-01-13 01-20
7,2011-01-13 01-21
13,2011-01-13 01-22
8,2011-01-13 01-23
10,2011-01-13 01-24
13,2011-01-13 01-25
7,2011-01-13 01-26
9,2011-01-13 01-27
12,2011-01-13 01-28
10,2011-01-13 01-29
14,2011-01-13 01-30
10,2011-01-13 01-31
15,2011-01-13 01-32
7,2011-01-13 01-33
9,2011-01-13 01-34
15,2011-01-13 01-35
11,2011-01-13 01-36
10,2011-01-13 01-37
12,2011-01-13 01-38
14,2011-01-13 01-39
13,2011-01-13 01-40
14,2011-01-13 01-41
15,2011-01-13 01-42
24,2011-01-13 01-43
14,2011-01-13 01-44
11,2011-01-13 01-45
19,2011-01-13 01-46
15,2011-01-13 01-47
12,2011-01-13 01-48
9,2011-01-13 01-49
9,2011-01-13 01-50
6,2011-01-13 01-51
10,2011-01-13 01-52
13,2011-01-13 01-53
5,2011-01-13 01-54
7,2011-01-13 01-55
8,2011-01-13 01-56
9,2011-01-13 01-57
14,2011-01-13 01-58
12,2011-01-13 01-59
9,2011-01-13 02-00
14,2011-01-13 02-01
13,2011-01-13 02-02
9,2011-01-13 02-03
16,2011-01-13 02-04
14,2011-01-13 02-05
25,2011-01-13 02-06
11,2011-01-13 02-07
20,2011-01-13 02-08
12,2011-01-13 02-09
18,2011-01-13 02-10
18,2011-01-13 02-11
20,2011-01-13 02-12
21,2011-01-13 02-13
11,2011-01-13 02-14
14,2011-01-13 02-15
15,2011-01-13 02-16
11,2011-01-13 02-17
6,2011-01-13 02-18
15,2011-01-13 02-19
13,2011-01-13 02-20
10,2011-01-13 02-21
15,2011-01-13 02-22
18,2011-01-13 02-23
17,2011-01-13 02-24
14,2011-01-13 02-25
14,2011-01-13 02-26
15,2011-01-13 02-27
22,2011-01-13 02-28
19,2011-01-13 02-29
18,2011-01-13 02-30
16,2011-01-13 02-31
13,2011-01-13 02-32
20,2011-01-13 02-33
11,2011-01-13 02-34
21,2011-01-13 02-35
13,2011-01-13 02-36
17,2011-01-13 02-37
13,2011-01-13 02-38
10,2011-01-13 02-39
7,2011-01-13 02-40
5,2011-01-13 02-41
7,2011-01-13 02-42
16,2011-01-13 02-43
11,2011-01-13 02-44
19,2011-01-13 02-45
7,2011-01-13 02-46
7,2011-01-13 02-47
15,2011-01-13 02-48
10,2011-01-13 02-49
13,2011-01-13 02-50
8,2011-01-13 02-51
15,2011-01-13 02-52
4,2011-01-13 02-53
2,2011-01-13 02-54
9,2011-01-13 02-57
13,2011-01-13 02-58
15,2011-01-13 02-59
13,2011-01-13 03-00
12,2011-01-13 03-01
17,2011-01-13 03-02
15,2011-01-13 03-03
13,2011-01-13 03-04
15,2011-01-13 03-05
16,2011-01-13 03-06
22,2011-01-13 03-07
19,2011-01-13 03-08
22,2011-01-13 03-09
22,2011-01-13 03-10
10,2011-01-13 03-11
15,2011-01-13 03-12
10,2011-01-13 03-13
17,2011-01-13 03-14
11,2011-01-13 03-15
13,2011-01-13 03-16
19,2011-01-13 03-17
16,2011-01-13 03-18
17,2011-01-13 03-19
11,2011-01-13 03-20
12,2011-01-13 03-21
18,2011-01-13 03-22
13,2011-01-13 03-23
16,2011-01-13 03-24
11,2011-01-13 03-25
15,2011-01-13 03-26
8,2011-01-13 03-27
6,2011-01-13 03-28
12,2011-01-13 03-29
8,2011-01-13 03-30
17,2011-01-13 03-31
14,2011-01-13 03-32
16,2011-01-13 03-33
12,2011-01-13 03-34
15,2011-01-13 03-35
20,2011-01-13 03-36
9,2011-01-13 03-37
11,2011-01-13 03-38
10,2011-01-13 03-39
9,2011-01-13 03-40
3,2011-01-13 03-41
5,2011-01-13 03-42
9,2011-01-13 03-43
18,2011-01-13 03-44
9,2011-01-13 03-45
5,2011-01-13 03-46
5,2011-01-13 03-47
8,2011-01-13 03-48
9,2011-01-13 03-49
6,2011-01-13 03-50
15,2011-01-13 03-51
7,2011-01-13 03-52
12,2011-01-13 03-53
7,2011-01-13 03-54
3,2011-01-13 03-55
11,2011-01-13 03-56
10,2011-01-13 03-57
8,2011-01-13 03-58
10,2011-01-13 03-59
11,2011-01-13 04-00
11,2011-01-13 04-01
9,2011-01-13 04-02
16,2011-01-13 04-03
17,2011-01-13 04-04
13,2011-01-13 04-05
14,2011-01-13 04-06
19,2011-01-13 04-07
23,2011-01-13 04-08
20,2011-01-13 04-09
7,2011-01-13 04-10
22,2011-01-13 04-11
2,2011-01-13 04-12
10,2011-01-13 04-13
11,2011-01-13 04-14
24,2011-01-13 04-15
8,2011-01-13 04-16
8,2011-01-13 04-17
11,2011-01-13 04-18
8,2011-01-13 04-19
12,2011-01-13 04-20
12,2011-01-13 04-21
11,2011-01-13 04-22
7,2011-01-13 04-23
13,2011-01-13 04-24
10,2011-01-13 04-25
6,2011-01-13 04-26
5,2011-01-13 04-27
8,2011-01-13 04-28
12,2011-01-13 04-29
11,2011-01-13 04-30
10,2011-01-13 04-31
10,2011-01-13 04-32
16,2011-01-13 04-33
19,2011-01-13 04-34
15,2011-01-13 04-35
17,2011-01-13 04-36
14,2011-01-13 04-37
7,2011-01-13 04-38
13,2011-01-13 04-39
13,2011-01-13 04-40
22,2011-01-13 04-41
16,2011-01-13 04-42
21,2011-01-13 04-43
13,2011-01-13 04-44
19,2011-01-13 04-45
13,2011-01-13 04-46
13,2011-01-13 04-47
14,2011-01-13 04-48
18,2011-01-13 04-49
16,2011-01-13 04-50
16,2011-01-13 04-51
19,2011-01-13 04-52
14,2011-01-13 04-53
16,2011-01-13 04-54
4,2011-01-13 04-55
12,2011-01-13 04-57
13,2011-01-13 04-58
16,2011-01-13 04-59
7,2011-01-13 05-00
10,2011-01-13 05-01
17,2011-01-13 05-02
10,2011-01-13 05-03
15,2011-01-13 05-04
13,2011-01-13 05-05
12,2011-01-13 05-06
12,2011-01-13 05-07
18,2011-01-13 05-08
26,2011-01-13 05-09
11,2011-01-13 05-10
14,2011-01-13 05-11
9,2011-01-13 05-12
13,2011-01-13 05-13
16,2011-01-13 05-14
12,2011-01-13 05-15
17,2011-01-13 05-16
24,2011-01-13 05-17
15,2011-01-13 05-18
15,2011-01-13 05-19
22,2011-01-13 05-21
30,2011-01-13 05-22
24,2011-01-13 05-23
24,2011-01-13 05-24
10,2011-01-13 05-25
23,2011-01-13 05-26
26,2011-01-13 05-27
28,2011-01-13 05-28
13,2011-01-13 05-29
20,2011-01-13 05-30
19,2011-01-13 05-31
16,2011-01-13 05-32
14,2011-01-13 05-33
17,2011-01-13 05-34
15,2011-01-13 05-35
13,2011-01-13 05-36
29,2011-01-13 05-37
18,2011-01-13 05-38
26,2011-01-13 05-39
20,2011-01-13 05-41
27,2011-01-13 05-42
28,2011-01-13 05-43
25,2011-01-13 05-44
23,2011-01-13 05-45
16,2011-01-13 05-46
21,2011-01-13 05-47
20,2011-01-13 05-48
20,2011-01-13 05-49
1,2011-01-13 05-50
21,2011-01-13 05-51
26,2011-01-13 05-52
26,2011-01-13 05-53
27,2011-01-13 05-54
10,2011-01-13 05-55
32,2011-01-13 05-56
17,2011-01-13 05-57
18,2011-01-13 05-58
23,2011-01-13 05-59
22,2011-01-13 06-01
35,2011-01-13 06-02
25,2011-01-13 06-03
19,2011-01-13 06-04
24,2011-01-13 06-05
15,2011-01-13 06-06
18,2011-01-13 06-07
21,2011-01-13 06-08
27,2011-01-13 06-09
4,2011-01-13 06-10
20,2011-01-13 06-11
23,2011-01-13 06-12
27,2011-01-13 06-13
26,2011-01-13 06-14
4,2011-01-13 06-15
23,2011-01-13 06-16
22,2011-01-13 06-17
21,2011-01-13 06-18
25,2011-01-13 06-19
9,2011-01-13 06-20
24,2011-01-13 06-21
32,2011-01-13 06-22
29,2011-01-13 06-23
15,2011-01-13 06-24
16,2011-01-13 06-25
18,2011-01-13 06-26
26,2011-01-13 06-27
22,2011-01-13 06-28
18,2011-01-13 06-29
12,2011-01-13 06-30
17,2011-01-13 06-31
18,2011-01-13 06-32
19,2011-01-13 06-33
20,2011-01-13 06-34
12,2011-01-13 06-35
21,2011-01-13 06-36
15,2011-01-13 06-37
29,2011-01-13 06-38
19,2011-01-13 06-39
20,2011-01-13 06-40
25,2011-01-13 06-41
9,2011-01-13 06-42
16,2011-01-13 06-43
19,2011-01-13 06-44
18,2011-01-13 06-45
15,2011-01-13 06-46
11,2011-01-13 06-47
21,2011-01-13 06-48
17,2011-01-13 06-49
16,2011-01-13 06-50
24,2011-01-13 06-51
24,2011-01-13 06-52
21,2011-01-13 06-53
16,2011-01-13 06-54
26,2011-01-13 06-55
14,2011-01-13 06-56
15,2011-01-13 06-57
11,2011-01-13 06-58
12,2011-01-13 06-59
14,2011-01-13 07-00
11,2011-01-13 07-01
12,2011-01-13 07-02
11,2011-01-13 07-03
19,2011-01-13 07-04
28,2011-01-13 07-05
17,2011-01-13 07-06
18,2011-01-13 07-07
17,2011-01-13 07-08
15,2011-01-13 07-09
8,2011-01-13 07-10
23,2011-01-13 07-11
23,2011-01-13 07-12
25,2011-01-13 07-13
21,2011-01-13 07-14
16,2011-01-13 07-15
25,2011-01-13 07-16
17,2011-01-13 07-17
16,2011-01-13 07-18
16,2011-01-13 07-19
17,2011-01-13 07-20
19,2011-01-13 07-21
23,2011-01-13 07-22
22,2011-01-13 07-23
19,2011-01-13 07-24
24,2011-01-13 07-25
19,2011-01-13 07-26
15,2011-01-13 07-27
20,2011-01-13 07-28
22,2011-01-13 07-29
18,2011-01-13 07-31
23,2011-01-13 07-32
17,2011-01-13 07-33
38,2011-01-13 07-34
5,2011-01-13 07-35
25,2011-01-13 07-36
23,2011-01-13 07-37
25,2011-01-13 07-38
28,2011-01-13 07-39
19,2011-01-13 07-41
28,2011-01-13 07-42
29,2011-01-13 07-43
24,2011-01-13 07-44
1,2011-01-13 07-45
12,2011-01-13 07-46
32,2011-01-13 07-47
29,2011-01-13 07-48
27,2011-01-13 07-49
23,2011-01-13 07-51
30,2011-01-13 07-52
27,2011-01-13 07-53
20,2011-01-13 07-54
13,2011-01-13 07-55
26,2011-01-13 07-56
33,2011-01-13 07-57
20,2011-01-13 07-58
21,2011-01-13 07-59
23,2011-01-13 08-02
38,2011-01-13 08-03
39,2011-01-13 08-04
29,2011-01-13 08-07
47,2011-01-13 08-08
24,2011-01-13 08-09
10,2011-01-13 08-11
25,2011-01-13 08-12
31,2011-01-13 08-13
34,2011-01-13 08-14
3,2011-01-13 08-16
31,2011-01-13 08-17
33,2011-01-13 08-18
29,2011-01-13 08-19
5,2011-01-13 08-20
25,2011-01-13 08-21
25,2011-01-13 08-22
25,2011-01-13 08-23
25,2011-01-13 08-24
16,2011-01-13 08-26
34,2011-01-13 08-27
26,2011-01-13 08-28
24,2011-01-13 08-29
24,2011-01-13 08-31
21,2011-01-13 08-32
27,2011-01-13 08-33
26,2011-01-13 08-34
2,2011-01-13 08-35
9,2011-01-13 08-36
37,2011-01-13 08-37
26,2011-01-13 08-38
27,2011-01-13 08-39
2,2011-01-13 08-40
18,2011-01-13 08-41
24,2011-01-13 08-42
29,2011-01-13 08-43
29,2011-01-13 08-44
16,2011-01-13 08-46
29,2011-01-13 08-47
26,2011-01-13 08-48
29,2011-01-13 08-49
11,2011-01-13 08-50
25,2011-01-13 08-51
14,2011-01-13 08-52
24,2011-01-13 08-53
26,2011-01-13 08-54
4,2011-01-13 09-00
27,2011-01-13 09-01
21,2011-01-13 09-02
28,2011-01-13 09-03
20,2011-01-13 09-04
22,2011-01-13 09-06
42,2011-01-13 09-07
20,2011-01-13 09-08
17,2011-01-13 09-09
3,2011-01-13 09-10
22,2011-01-13 09-11
24,2011-01-13 09-12
29,2011-01-13 09-13
18,2011-01-13 09-14
4,2011-01-13 09-15
20,2011-01-13 09-16
22,2011-01-13 09-17
34,2011-01-13 09-18
24,2011-01-13 09-19
16,2011-01-13 09-20
21,2011-01-13 09-21
19,2011-01-13 09-22
21,2011-01-13 09-23
23,2011-01-13 09-24
4,2011-01-13 09-25
28,2011-01-13 09-26
25,2011-01-13 09-27
25,2011-01-13 09-28
18,2011-01-13 09-29
25,2011-01-13 09-31
32,2011-01-13 09-32
19,2011-01-13 09-33
24,2011-01-13 09-34
19,2011-01-13 09-35
20,2011-01-13 09-36
17,2011-01-13 09-37
24,2011-01-13 09-38
11,2011-01-13 09-39
19,2011-01-13 09-40
24,2011-01-13 09-41
16,2011-01-13 09-42
19,2011-01-13 09-43
22,2011-01-13 09-44
17,2011-01-13 09-45
16,2011-01-13 09-46
18,2011-01-13 09-47
16,2011-01-13 09-48
20,2011-01-13 09-49
16,2011-01-13 09-50
22,2011-01-13 09-51
25,2011-01-13 09-52
21,2011-01-13 09-53
17,2011-01-13 09-54
14,2011-01-13 09-55
10,2011-01-13 09-56
29,2011-01-13 09-57
27,2011-01-13 09-58
20,2011-01-13 09-59
12,2011-01-13 10-00
22,2011-01-13 10-01
18,2011-01-13 10-02
24,2011-01-13 10-03
24,2011-01-13 10-04
14,2011-01-13 10-06
38,2011-01-13 10-07
27,2011-01-13 10-08
21,2011-01-13 10-09
7,2011-01-13 10-11
24,2011-01-13 10-12
32,2011-01-13 10-13
37,2011-01-13 10-14
21,2011-01-13 10-16
22,2011-01-13 10-17
29,2011-01-13 10-18
26,2011-01-13 10-19
15,2011-01-13 10-20
21,2011-01-13 10-21
23,2011-01-13 10-22
20,2011-01-13 10-23
26,2011-01-13 10-24
24,2011-01-13 10-25
17,2011-01-13 10-26
14,2011-01-13 10-27
17,2011-01-13 10-28
22,2011-01-13 10-29
23,2011-01-13 10-31
26,2011-01-13 10-32
26,2011-01-13 10-33
25,2011-01-13 10-34
20,2011-01-13 10-36
26,2011-01-13 10-37
29,2011-01-13 10-38
25,2011-01-13 10-39
4,2011-01-13 10-41
32,2011-01-13 10-42
37,2011-01-13 10-43
27,2011-01-13 10-44
1,2011-01-13 10-45
8,2011-01-13 10-46
31,2011-01-13 10-47
36,2011-01-13 10-48
25,2011-01-13 10-49
14,2011-01-13 10-50
13,2011-01-13 10-51
31,2011-01-13 10-52
30,2011-01-13 10-53
12,2011-01-13 10-54
16,2011-01-13 10-56
33,2011-01-13 10-57
25,2011-01-13 10-58
26,2011-01-13 10-59
18,2011-01-13 11-02
51,2011-01-13 11-03
31,2011-01-13 11-04
48,2011-01-13 11-08
52,2011-01-13 11-09
63,2011-01-13 11-13
37,2011-01-13 11-14
50,2011-01-13 11-18
50,2011-01-13 11-19
6,2011-01-13 11-22
56,2011-01-13 11-23
38,2011-01-13 11-24
8,2011-01-13 11-27
55,2011-01-13 11-28
37,2011-01-13 11-29
15,2011-01-13 11-32
51,2011-01-13 11-33
34,2011-01-13 11-34
22,2011-01-13 11-37
47,2011-01-13 11-38
31,2011-01-13 11-39
22,2011-01-13 11-42
43,2011-01-13 11-43
35,2011-01-13 11-44
14,2011-01-13 11-47
42,2011-01-13 11-48
44,2011-01-13 11-49
26,2011-01-13 11-52
46,2011-01-13 11-53
28,2011-01-13 11-54
21,2011-01-13 11-57
50,2011-01-13 11-58
29,2011-01-13 11-59
16,2011-01-13 12-17
49,2011-01-13 12-18
35,2011-01-13 12-19
30,2011-01-13 12-22
35,2011-01-13 12-23
35,2011-01-13 12-24
20,2011-01-13 12-27
46,2011-01-13 12-28
34,2011-01-13 12-29
21,2011-01-13 12-32
41,2011-01-13 12-33
38,2011-01-13 12-34
6,2011-01-13 12-37
54,2011-01-13 12-38
41,2011-01-13 12-39
8,2011-01-13 12-42
59,2011-01-13 12-43
33,2011-01-13 12-44
12,2011-01-13 12-47
46,2011-01-13 12-48
42,2011-01-13 12-49
22,2011-01-13 12-52
50,2011-01-13 12-53
28,2011-01-13 12-54
1,2011-01-13 12-55
52,2011-01-13 12-58
48,2011-01-13 12-59
59,2011-01-13 13-03
41,2011-01-13 13-04
5,2011-01-13 13-07
42,2011-01-13 13-08
53,2011-01-13 13-09
6,2011-01-13 13-12
40,2011-01-13 13-13
53,2011-01-13 13-14
1,2011-01-13 13-15
1,2011-01-13 13-17
45,2011-01-13 13-18
54,2011-01-13 13-19
14,2011-01-13 13-22
37,2011-01-13 13-23
46,2011-01-13 13-24
3,2011-01-13 13-25
31,2011-01-13 13-27
33,2011-01-13 13-28
36,2011-01-13 13-29
42,2011-01-13 13-33
58,2011-01-13 13-34
4,2011-01-13 13-37
49,2011-01-13 13-38
47,2011-01-13 13-39
7,2011-01-13 13-42
47,2011-01-13 13-43
46,2011-01-13 13-44
16,2011-01-13 13-47
39,2011-01-13 13-48
45,2011-01-13 13-49
15,2011-01-13 13-52
45,2011-01-13 13-53
40,2011-01-13 13-54
33,2011-01-13 13-58
66,2011-01-13 13-59
1,2011-01-13 14-00
56,2011-01-13 14-03
44,2011-01-13 14-04
16,2011-01-13 14-07
48,2011-01-13 14-08
36,2011-01-13 14-09
2,2011-01-13 14-11
28,2011-01-13 14-12
37,2011-01-13 14-13
33,2011-01-13 14-14
20,2011-01-13 14-17
45,2011-01-13 14-18
35,2011-01-13 14-19
2,2011-01-13 14-21
31,2011-01-13 14-22
30,2011-01-13 14-23
37,2011-01-13 14-24
19,2011-01-13 14-26
21,2011-01-13 14-27
27,2011-01-13 14-28
32,2011-01-13 14-29
1,2011-01-13 14-30
2,2011-01-13 14-31
27,2011-01-13 14-32
43,2011-01-13 14-33
28,2011-01-13 14-34
7,2011-01-13 14-37
52,2011-01-13 14-38
41,2011-01-13 14-39
25,2011-01-13 14-42
38,2011-01-13 14-43
37,2011-01-13 14-44
2,2011-01-13 14-46
38,2011-01-13 14-47
26,2011-01-13 14-48
34,2011-01-13 14-49
2,2011-01-13 14-50
18,2011-01-13 14-51
31,2011-01-13 14-52
26,2011-01-13 14-53
24,2011-01-13 14-54
2,2011-01-13 14-55
4,2011-01-13 14-56
35,2011-01-13 14-57
27,2011-01-13 14-58
33,2011-01-13 14-59
1,2011-01-13 15-00
3,2011-01-13 15-01
30,2011-01-13 15-02
30,2011-01-13 15-03
37,2011-01-13 15-04
19,2011-01-13 15-06
30,2011-01-13 15-07
25,2011-01-13 15-08
26,2011-01-13 15-09
15,2011-01-13 15-10
17,2011-01-13 15-11
24,2011-01-13 15-12
24,2011-01-13 15-13
20,2011-01-13 15-14
3,2011-01-13 15-15
25,2011-01-13 15-16
26,2011-01-13 15-17
25,2011-01-13 15-18
21,2011-01-13 15-19
28,2011-01-13 15-21
27,2011-01-13 15-22
29,2011-01-13 15-23
16,2011-01-13 15-24
23,2011-01-13 15-26
29,2011-01-13 15-27
19,2011-01-13 15-28
29,2011-01-13 15-29
16,2011-01-13 15-31
29,2011-01-13 15-32
31,2011-01-13 15-33
24,2011-01-13 15-34
11,2011-01-13 15-35
25,2011-01-13 15-36
16,2011-01-13 15-37
19,2011-01-13 15-38
29,2011-01-13 15-39
4,2011-01-13 15-40
20,2011-01-13 15-41
19,2011-01-13 15-42
26,2011-01-13 15-43
31,2011-01-13 15-44
9,2011-01-13 15-46
37,2011-01-13 15-47
30,2011-01-13 15-48
24,2011-01-13 15-49
7,2011-01-13 15-51
32,2011-01-13 15-52
25,2011-01-13 15-53
31,2011-01-13 15-54
5,2011-01-13 15-55
20,2011-01-13 15-56
30,2011-01-13 15-57
28,2011-01-13 15-58
22,2011-01-13 15-59
28,2011-01-13 16-01
22,2011-01-13 16-02
22,2011-01-13 16-03
28,2011-01-13 16-04
23,2011-01-13 16-05
22,2011-01-13 16-06
13,2011-01-13 16-07
21,2011-01-13 16-08
21,2011-01-13 16-09
16,2011-01-13 16-10
18,2011-01-13 16-11
16,2011-01-13 16-12
33,2011-01-13 16-13
17,2011-01-13 16-14
23,2011-01-13 16-15
10,2011-01-13 16-16
23,2011-01-13 16-17
21,2011-01-13 16-18
12,2011-01-13 16-19
18,2011-01-13 16-20
15,2011-01-13 16-21
18,2011-01-13 16-22
19,2011-01-13 16-23
26,2011-01-13 16-24
20,2011-01-13 16-25
24,2011-01-13 16-26
17,2011-01-13 16-27
19,2011-01-13 16-28
16,2011-01-13 16-29
16,2011-01-13 16-30
19,2011-01-13 16-31
13,2011-01-13 16-32
12,2011-01-13 16-33
23,2011-01-13 16-34
23,2011-01-13 16-35
18,2011-01-13 16-36
17,2011-01-13 16-37
16,2011-01-13 16-38
13,2011-01-13 16-39
17,2011-01-13 16-40
13,2011-01-13 16-41
13,2011-01-13 16-42
23,2011-01-13 16-43
19,2011-01-13 16-44
18,2011-01-13 16-45
17,2011-01-13 16-46
10,2011-01-13 16-47
10,2011-01-13 16-48
14,2011-01-13 16-49
7,2011-01-13 16-50
9,2011-01-13 16-51
10,2011-01-13 16-52
9,2011-01-13 16-53
8,2011-01-13 16-54
10,2011-01-13 16-55
11,2011-01-13 16-56
11,2011-01-13 16-57
8,2011-01-13 16-58
18,2011-01-13 16-59
10,2011-01-13 17-00
14,2011-01-13 17-01
9,2011-01-13 17-02
5,2011-01-13 17-03
7,2011-01-13 17-04
13,2011-01-13 17-05
11,2011-01-13 17-06
2,2011-01-13 17-07
10,2011-01-13 17-08
7,2011-01-13 17-09
7,2011-01-13 17-10
11,2011-01-13 17-11
17,2011-01-13 17-12
20,2011-01-13 17-13
15,2011-01-13 17-14
15,2011-01-13 17-15
16,2011-01-13 17-16
8,2011-01-13 17-17
12,2011-01-13 17-18
7,2011-01-13 17-19
13,2011-01-13 17-20
7,2011-01-13 17-21
7,2011-01-13 17-22
13,2011-01-13 17-23
6,2011-01-13 17-24
9,2011-01-13 17-25
12,2011-01-13 17-26
9,2011-01-13 17-27
10,2011-01-13 17-28
6,2011-01-13 17-29
5,2011-01-13 17-30
9,2011-01-13 17-31
7,2011-01-13 17-32
4,2011-01-13 17-33
11,2011-01-13 17-34
7,2011-01-13 17-35
17,2011-01-13 17-36
13,2011-01-13 17-37
8,2011-01-13 17-38
5,2011-01-13 17-39
10,2011-01-13 17-40
4,2011-01-13 17-41
7,2011-01-13 17-42
6,2011-01-13 17-43
8,2011-01-13 17-44
12,2011-01-13 17-45
9,2011-01-13 17-46
7,2011-01-13 17-47
6,2011-01-13 17-48
10,2011-01-13 17-49
14,2011-01-13 17-50
9,2011-01-13 17-51
11,2011-01-13 17-52
8,2011-01-13 17-53
9,2011-01-13 17-54
7,2011-01-13 17-55
11,2011-01-13 17-56
10,2011-01-13 17-57
6,2011-01-13 17-58
7,2011-01-13 17-59
11,2011-01-13 18-00
10,2011-01-13 18-01
9,2011-01-13 18-02
15,2011-01-13 18-03
10,2011-01-13 18-04
9,2011-01-13 18-05
7,2011-01-13 18-06
13,2011-01-13 18-07
10,2011-01-13 18-08
6,2011-01-13 18-09
6,2011-01-13 18-10
2,2011-01-13 18-11
8,2011-01-13 18-12
8,2011-01-13 18-13
8,2011-01-13 18-14
7,2011-01-13 18-15
11,2011-01-13 18-16
9,2011-01-13 18-17
5,2011-01-13 18-18
5,2011-01-13 18-19
9,2011-01-13 18-20
9,2011-01-13 18-21
8,2011-01-13 18-22
9,2011-01-13 18-23
7,2011-01-13 18-24
13,2011-01-13 18-25
7,2011-01-13 18-26
7,2011-01-13 18-27
7,2011-01-13 18-28
7,2011-01-13 18-29
8,2011-01-13 18-30
11,2011-01-13 18-31
1,2011-01-13 18-32
3,2011-01-13 18-33
2,2011-01-13 18-34
4,2011-01-13 18-35
8,2011-01-13 18-36
6,2011-01-13 18-37
13,2011-01-13 18-38
10,2011-01-13 18-39
10,2011-01-13 18-40
10,2011-01-13 18-41
11,2011-01-13 18-42
8,2011-01-13 18-43
4,2011-01-13 18-44
9,2011-01-13 18-45
8,2011-01-13 18-46
11,2011-01-13 18-47
9,2011-01-13 18-48
8,2011-01-13 18-49
8,2011-01-13 18-50
3,2011-01-13 18-51
12,2011-01-13 18-52
9,2011-01-13 18-53
3,2011-01-13 18-54
5,2011-01-13 18-55
5,2011-01-13 18-56
3,2011-01-13 18-57
3,2011-01-13 18-58
5,2011-01-13 18-59
2,2011-01-13 19-00
8,2011-01-13 19-01
8,2011-01-13 19-02
3,2011-01-13 19-03
10,2011-01-13 19-04
6,2011-01-13 19-05
4,2011-01-13 19-06
4,2011-01-13 19-07
12,2011-01-13 19-08
