value,key
1,2011-01-14 12-04
1,2011-01-14 12-04
1,2011-01-14 12-12
1,2011-01-14 12-18
1,2011-01-14 13-10
1,2011-01-14 13-41
1,2011-01-14 16-30
1,2011-01-15 02-06
1,2011-01-15 04-16
1,2011-01-15 06-14
1,2011-01-16 05-53
1,2011-01-16 06-16
1,2011-01-16 06-39
1,2011-01-16 11-10
1,2011-01-17 04-09
1,2011-01-17 07-51
1,2011-01-17 11-23
1,2011-01-18 03-20
1,2011-01-18 03-22
