|   type | thread_id |                       thread_id |
|      0 |     13681 |                               2 |
|      0 |     14044 |                               2 |
|      2 |     14044 |                               1 |
|      0 |     14183 |                               3 |
|      3 |     14183 |                               3 |
|      0 |     14430 |                               4 |
|      0 |     14792 |                               1 |
|      0 |     15053 |                               3 |
|      0 |     15149 |                               3 |
|      0 |     15616 |                               1 |
|      4 |     15616 |                               1 |
|      0 |     15718 |                               1 |
|      0 |     15893 |                               3 |
|      3 |     15893 |                              11 |
|      0 |     15992 |                              13 |
|      0 |     15995 |                               3 |
|      3 |     15995 |                               2 |
|      0 |     16715 |                               1 |
|      3 |     16715 |                               1 |
|      4 |     16715 |                               2 |
|      6 |     16715 |                               1 |
|      8 |     16715 |                               1 |
|      0 |     17600 |                               2 |
|      1 |     17600 |                               1 |
|      3 |     17600 |                               1 |
|      0 |     17974 |                               1 |
|      0 |     19598 |                               6 |
|      3 |     19598 |                               3 |
|      8 |     19598 |                               1 |
|      0 |     19602 |                               3 |
|      3 |     19602 |                               4 |
|      0 |     20002 |                               3 |
|      6 |     20002 |                               1 |
|      0 |     22095 |                               1 |
|      0 |     23054 |                               3 |
|      0 |     24019 |                               1 |
|      2 |     24019 |                               2 |
|      3 |     24019 |                               3 |
|      0 |     27210 |                               1 |
|      0 |     33530 |                               3 |
|      8 |     33530 |                               1 |
|      0 |     37409 |                               1 |
|      0 |     53451 |                               7 |
|      3 |     53451 |                               3 |
|      7 |     53451 |                               1 |
|      8 |     53451 |                               2 |
|      0 |     54141 |                               3 |
|      0 |     55826 |                               8 |
|      0 |     64232 |                               2 |
|      2 |     64232 |                               1 |
|      3 |     64232 |                               1 |
|      7 |     64232 |                               1 |
